text
"['best', 'player', 'go', 'head', 'head', 'whole', 'world', 'see', 'start', 'world', 'open']"
"['trophy', 'equip', 'special', 'ha', 'de', 'la', 'de']"
"['best', 'player', 'go', 'head', 'head', 'whole', 'world', 'see', 'start', 'world', 'open']"
"['international', 'committee', 'sponsor', 'announce', 'world', 'open']"
"['place', 'get', 'outside', 'get', 'fresh', 'air', 'game']"
"['research', 'ancient', 'certainly', 'plan', 'announce', 'world', 'open', 'k']"
"['excite', 'bring', 'world', 'open', 'tournament', 'japan', 'crown', 'champion']"
['stoke']
"['still', 'talk', 'still', 'look', 'great', 'player', 'join']"
"['track', 'scene', 'big', 'ever', 'people', 'begin', 'question']"
"['say', 'video', 'game', 'sport', 'matter', 'time', 'ton', 'money']"
"['ancient', 'certainly', 'plan', 'announce', 'world', 'open']"
"['game', 'effort', 'send', 'along', 'decision', 'matrix', 'help']"
"['love', 'part', 'dont', 'know']"
"['track', 'scene', 'big', 'ever', 'people', 'begin', 'question']"
"['soccer', 'ball', 'tot', 'el', 'equip', 'special']"
"['wing', 'el', 'primer', 'de', 'en']"
"['every', 'stream', 'fill', 'commentary', 'roster', 'owl', 'final']"
"['star', 'matter', 'time', 'video', 'game', 'sport']"
"['star', 'matter', 'time', 'video', 'game']"
"['pretty', 'confident', 'eventually', 'fire']"
"['game', 'title', 'feature', 'southeast', 'sea', 'game', 'next', 'stop', 'st', 'place', 'medal', 'globe', 'show']"
"['need', 'recognize', 'discipline', 'part', 'movement']"
"['need', 'recognize', 'discipline', 'part', 'movement']"
['explain']
"['excite', 'bring', 'world', 'open', 'tournament', 'japan', 'crown', 'champion']"
"['new', 'post', 'explain', 'publish', 'game', 'u']"
"['host', 'rocket', 'league', 'street', 'fighter', 'world', 'championship', 'lead']"
"['matter', 'time']"
"['thing', 'long', 'time', 'ago']"
"['explain', 'via']"
"['explain', 'via']"
"['trophy', 'equip', 'special', 'ha', 'de', 'la']"
"['host', 'tournament']"
"['nous', 'de', 'world', 'open', 'nous', 'champion', 'de']"
"['mixer', 'star', 'explain', 'might', 'see', 'sooner', 'rather', 'late', 'think', 'face']"
"['soccer', 'ball', 'tot', 'el', 'equip', 'special']"
"['explain', 'u', 'game']"
"['soccer', 'ball', 'tot', 'el', 'equip', 'special']"
"['soccer', 'ball', 'tot', 'el', 'equip', 'special']"
['explain']
"['discus', 'inclusion', 'opinion', 'share', 'u', 'anyway']"
"['agree', 'mixer']"
"['agree', 'mixer']"
"['video', 'say', 'video', 'game', 'sport', 'matter', 'time']"
"['announce', 'world', 'open', 'tournament', 'take', 'place', 'lead']"
"['say', 'game', 'via']"
"['mixer', 'star', 'explain', 'might', 'see', 'sooner', 'rather', 'late', 'think', 'face']"
"['partner', 'league', 'legend', 'epic', 'pay', 'control', 'exclusivity', 'say']"
"['deal', 'soccer', 'self', 'car']"
"['soccer', 'ball', 'el', 'nova', 'de', 'la', 'de']"
['funny']
"['soccer', 'ball', 'el', 'nova', 'de', 'la']"
"['continue', 'get', 'big', 'big', 'like', 'follow', 'hand', 'game', 'game', 'game']"
"['video', 'game', 'never', 'physical', 'strength', 'endurance']"
"['bring', 'one', 'step', 'close', 'trophy', 'prize', 'pool', 'trophy', 'street', 'fighter', 'rocket', 'league', 'trophy']"
"['someone', 'explain', 'rocket', 'league', 'part', 'real', 'sport']"
"['tournament', 'announce', 'lead', 'video', 'game']"
"['tournament', 'announce', 'lead', 'video', 'game']"
"['tournament', 'announce', 'lead', 'video', 'game']"
"['tournament', 'announce', 'lead', 'video', 'game']"
"['miss', 'late', 'episode', 'campus', 'college', 'ban', 'c', 'go', 'concern']"
"['miss', 'late', 'episode', 'campus', 'college', 'ban', 'c', 'go', 'concern']"
"['rise', 'hard', 'define', 'exactly', 'sport', 'mean']"
"['finally', 'include', 'medaled', 'sport', 'sea', 'game', 'discussion']"
"['define', 'sport']"
"['cool', 'use', 'passion', 'point', 'drive', 'business', 'opportunity', 'experience', 'interest', 'experience']"
"['rise', 'hard', 'define', 'exactly', 'sport', 'mean']"
"['emergence', 'debut', 'get', 'u', 'think', 'sport', 'exactly']"
"['outdated', 'grasp', 'rat', 'advertise', 'dollar']"
"['seem', 'emerge', 'scene', 'new']"
"['interest', 'learn', 'feel', 'valuation']"
"['answer', 'first', 'competition']"
"['emergence', 'debut', 'get', 'u', 'think', 'sport', 'exactly']"
"['look', 'forward', 'report', 'much', 'happen', 'japan', 'moment']"
"['cap', 'de', 'al']"
"['remind', 'many', 'newsroom', 'argument', 'sport', 'desk', 'cover']"
"['day', 'lead', 'bring', 'tournament', 'world', 'stage']"
"['tonight', 'campus', 'team', 'cover', 'ban', 'c', 'go']"
"['speak', 'head', 'la', 'tot', 'el', 'el']"
"['video', 'game', 'tournament', 'could', 'interest', 'think', 'face']"
"['international', 'committee', 'announce', 'event', 'feature', 'rocket', 'league', 'street']"
"['join', 'grow', 'team', 'collegiate', 'affiliate', 'contributor', 'tonight']"
"['cat', 'e']"
"['tonight', 'campus', 'team', 'cover', 'ban', 'c', 'go']"
"['case', 'bring']"
"['cap', 'de']"
"['cat', 'e']"
"['nearly', 'million', 'viewer', 'needham', 'analyst', 'convince', 'fad', 'due', 'variety']"
"['join', 'grow', 'team', 'collegiate', 'affiliate', 'contributor', 'tonight']"
"['join', 'grow', 'team', 'collegiate', 'affiliate', 'contributor', 'tonight']"
"['go', 'never', 'watch']"
"['case', 'bring']"
"['arriba', 'el', 'de', 'barcelona', 'de', 'per', 'spiral', 'calendar', 'de']"
['via']
"['question', 'include']"
"['let', 'begin', 'game', 'excite', 'partner']"
"['ur', 'say', 'swim', 'sport', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'swim', 'leisurely', 'swim', 'compete']"
"['question', 'include']"
"['clearly', 'official', 'status', 'sooner', 'late']"
"['last', 'time', 'ask', 'twitter', 'community', 'keen', 'part']"
"['host', 'rocket', 'league', 'street', 'fighter', 'world', 'championship', 'lead']"
"['put', 'together', 'thought', 'rocket', 'league', 'gon', 'na', 'incredibly', 'fun', 'watch', 'thank']"
"['world', 'open', 'brine', 'summer', 'tournament', 'feature', 'title']"
"['world', 'open', 'brine', 'summer', 'tournament', 'feature']"
"['crazy', 'think', 'could', 'part', 'soon']"
"['thank', 'every', 'week', 'cover']"
"['happen', 'around', 'explore', 'engagement', 'movement']"
"['really', 'make', 'nice']"
"['interest', 'twitter', 'conversation', 'consider', 'mental', 'athlete']"
"['arriba', 'el', 'de', 'barcelona', 'de', 'per', 'spiral', 'calendar']"
"['one', 'step', 'close']"
['experiment']
"['put', 'together', 'thought', 'rocket', 'league', 'gon', 'na', 'incredibly', 'fun', 'watch', 'thank']"
"['sponsor', 'tournament', 'ahead', 'represent']"
"['next', 'year', 'world', 'open', 'tournament', 'officially', 'endorse', 'set']"
"['believe', 'gon', 'na', 'take']"
"['believe', 'gon', 'na', 'take']"
"['worth', 'check', 'lesson', 'transferable', 'player', 'coach', 'level']"
"['worth', 'check', 'lesson', 'transferable', 'player', 'coach', 'level']"
"['bring', 'via']"
"['sponsor', 'tournament', 'ahead']"
"['broadcast', 'tournament', 'lead', 'eye']"
"['probably', 'try', 'set', 'future', 'relate', 'stuff']"
"['host', 'match']"
"['include', 'might', 'well', 'include', 'billiards']"
"['host', 'tournament']"
"['nearly', 'million', 'viewer', 'needham', 'analyst', 'convince', 'fad', 'due', 'variety']"
"['long', 'gon', 'na', 'mark', 'word']"
"['showcase', 'league', 'legend', 'team', 'uniform', 'bring', 'via']"
"['announce', 'world', 'open', 'bring', 'global', 'tournament', 'summer']"
"['hello', 'wonder', 'interest', 'talk', 'u', 'enter']"
"['athlete', 'track', 'virtual', 'arena', 'aid', 'organizer', 'technological']"
"['announcement', 'prelude']"
"['excite', 'bring', 'world', 'open', 'tournament', 'japan', 'crown', 'champion']"
"['excite', 'bring', 'world', 'open', 'tournament', 'japan', 'crown', 'champion']"
"['excite', 'bring', 'world', 'open', 'tournament', 'japan', 'crown', 'champion']"
"['showcase', 'league', 'legend', 'team', 'uniform', 'bring']"
"['showcase', 'league', 'legend', 'team', 'uniform', 'bring']"
"['love', 'sport', 'red', 'heart', 'love']"
"['love', 'sport', 'red', 'heart', 'love']"
"['broadcast', 'rocket', 'league', 'tournament', 'ahead']"
"['showcase', 'league', 'legend', 'team', 'uniform', 'bring']"
"['showcase', 'league', 'legend', 'team', 'uniform', 'bring']"
"['showcase', 'league', 'legend', 'team', 'uniform', 'bring']"
"['take', 'whole', 'new', 'level', 'world', 'open']"
"['profit', 'get', 'money', 'people', 'donate', 'good', 'cause', 'people', 'get', 'good', 'opportunity']"
"['host', 'tournament', 'via']"
"['like', 'get', 'serious', 'go', 'keep', 'grow', 'push', 'put']"
"['street', 'fighter', 'rocket', 'league', 'bring']"
['bid']
"['world', 'open', 'tie', 'game', 'rocket', 'league', 'street', 'fighter']"
"['make', 'way', 'eye']"
"['host', 'sanction', 'tournament']"
"['plan', 'show', 'technology', 'capability', 'smart', 'access', 'territory']"
"['announce', 'bring', 'mark', 'new', 'milestone']"
"['interest', 'response', 'inclusion', 'clap', 'hand', 'give', 'many', 'establish', 'research', 'firm', 'get', 'back']"
"['bring', 'next', 'step', 'make', 'competitive', 'game', 'legitimate', 'sport', 'see', 'short']"
"['bring', 'next', 'step', 'make', 'competitive', 'game', 'legitimate', 'sport']"
"['think', 'say', 'gon', 'na', 'make', 'hell', 'yeah', 'great', 'industry']"
"['never', 'follower', 'find', 'amuse', 'mart', 'big']"
"['never', 'follower', 'find', 'amuse', 'mart', 'big']"
"['consider', 'become', 'popular', 'every', 'year', 'would', 'actually', 'good', 'idea', 'try', 'push']"
"['would', 'video', 'game', 'look', 'like', 'infinite', 'game']"
"['dragon', 'quick', 'recap', 'dragon', 'white', 'heavy', 'check', 'mark', 'world', 'open', 'bring', 'summer', 'white', 'heavy', 'check', 'mark', 'great', 'time', 'white', 'heavy', 'check', 'mark']"
"['week', 'saw', 'announce', 'event', 'plan', 'new', 'facility']"
"['interest', 'twitter', 'conversation', 'consider', 'mental', 'athlete']"
"['broadcast', 'street', 'fighter', 'rocket', 'league', 'tournament', 'ahead']"
"['dragon', 'quick', 'recap', 'dragon', 'white', 'heavy', 'check', 'mark', 'world', 'open', 'bring', 'summer', 'white', 'heavy', 'check', 'mark', 'great', 'time']"
"['week', 'saw', 'announce', 'event', 'plan', 'new', 'facility']"
"['broadcast', 'street', 'fighter', 'rocket', 'league', 'tournament', 'ahead']"
"['world', 'open', 'announce', 'event']"
"['also', 'bring']"
"['even', 'big', 'fire', 'attach', 'game', 'trophy', 'prize', 'pool', 'trophy', 'corporation']"
"['even', 'big', 'fire', 'attach', 'game', 'trophy', 'prize', 'pool', 'trophy', 'corporation']"
"['world', 'see', 'best']"
"['world', 'open', 'announce', 'event']"
"['international', 'committee', 'partner', 'announce', 'world', 'open', 'competition']"
"['athletic', 'world', 'open', 'tournament', 'hold', 'early', 'live']"
"['rocket', 'league', 'street', 'fighter', 'feature', 'world', 'open']"
"['rocket', 'league', 'street', 'fighter', 'feature', 'world']"
"['news', 'world', 'see', 'best']"
"['world', 'see', 'best']"
"['week', 'saw', 'announce', 'event', 'plan', 'new', 'facility']"
"['good', 'news', 'stock']"
"['whole', 'crew', 'back', 'together', 'week', 'talk', 'control', 'creature', 'well']"
"['look', 'fun', 'would', 'love', 'see', 'something', 'similar', 'well', 'host']"
"['host', 'sanction', 'tournament', 'excite', 'industry', 'megaphone']"
"['nous', 'de', 'world', 'open', 'nous', 'champion']"
"['nous', 'de', 'world', 'open', 'nous', 'champion']"
"['host', 'sanction', 'tournament', 'enthusiast', 'game', 'ca']"
"['lot', 'big', 'thing', 'rocket', 'league', 'retire', 'take', 'job', 'coach', 'cloud', 'host']"
"['broadcast', 'street', 'fighter', 'rocket', 'league', 'tournament', 'ahead']"
"['galaxy', 'violent', 'consider', 'sponsor']"
"['happy', 'episode', 'st', 'place', 'medal', 'take', 'big', 'leap', 'towards']"
"['lot', 'big', 'thing', 'rocket', 'league', 'retire', 'take', 'job', 'coach', 'cloud', 'host']"
"['host', 'sanction', 'tournament', 'enthusiast', 'game', 'ca']"
"['happy', 'episode', 'st', 'place', 'medal', 'take', 'big', 'leap']"
"['week', 'conclusion', 'take', 'read']"
"['early', 'staff', 'reporter']"
"['repost', 'announce', 'host', 'world', 'open']"
['bring']
"['u', 'giant', 'reveal', 'host', 'technology', 'partnership', 'ahead']"
"['best', 'player', 'go', 'head', 'head', 'whole', 'world', 'see', 'start', 'world']"
"['explore', 'engagement', 'movement', 'look', 'forward', 'learn']"
"['giant', 'leap', 'game', 'world', 'open', 'join', 'force', 'bring', 'fist', 'box', 'glove', 'rocket']"
"['world', 'open', 'tourney', 'hold', 'ahead']"
['bring']
['bring']
"['host', 'tournament', 'di']"
"['always', 'big', 'thing', 'completely', 'support', 'also', 'hope']"
"['connect', 'athlete', 'global', 'audience', 'innovate', 'vision', 'trust', 'game', 'changer']"
"['get', 'thank']"
"['fairness', 'agree', 'require', 'athletic', 'ability']"
"['try', 'put']"
"['player', 'compete', 'street', 'fighter', 'rocket', 'league', 'price', 'game', 'qualifier']"
"['newspaper', 'news', 'newspaper', 'international', 'l', 'world', 'open', 'pour']"
"['form', 'proof', 'concept', 'use', 'nation', 'base', 'team', 'flop']"
"['hello', 'live', 'event', 'world', 'open', 'power', 'core', 'game', 'processor']"
"['change', 'hear', 'rocket', 'league', 'buy', 'epic']"
"['somebody', 'angry', 'game', 'get', 'typically', 'long', 'jump']"
"['host', 'tournament']"
"['host', 'tournament', 'ahead']"
"['welcome', 'future', 'game', 'u', 'giant', 'reveal', 'host', 'technology', 'partnership']"
"['welcome', 'future', 'game', 'u', 'giant', 'reveal', 'host', 'technology']"
['wait']
"['live', 'twitch', 'right', 'tonight', 'discus']"
"['live', 'twitch', 'right', 'tonight', 'discus']"
"['game', 'game', 'time']"
"['great', 'step', 'nice', 'work', 'world', 'open', 'tie', 'game']"
"['broadcast', 'street', 'fighter', 'rocket', 'league', 'tournament', 'ahead']"
"['early', 'staff', 'reporter']"
"['let', 'flex', 'biceps', 'flex', 'biceps', 'blue', 'heart', 'wonder', 'trump', 'feel']"
"['host', 'tournament']"
"['host', 'sanction', 'tournament']"
"['world', 'open', 'tie', 'game', 'rocket', 'league', 'street', 'fighter']"
"['player', 'compete', 'street', 'fighter', 'rocket', 'league', 'price', 'game']"
"['player', 'wait', 'game', 'congratulation', 'people', 'work']"
"['video', 'game', 'announce', 'right', 'host', 'world', 'open', 'qualifier']"
"['announce', 'event', 'next', 'summer', 'compete', 'street', 'fighter', 'rocket']"
"['rocket', 'league', 'recent', 'news', 'rocket', 'league', 'street', 'fighter', 'partner']"
"['always', 'felt', 'like', 'kind', 'thing', 'could', 'explain', 'lunch']"
"['wait', 'wait', 'introduce', 'wow', 'agree']"
"['launch', 'helmet', 'challenge', 'ask', 'engineer', 'manufacturer', 'create', 'design', 'prototype']"
