_id,created_at,favorite_count,geo,id,place,retweet_count,source,text
5d8d0a351203fc9d25baae39,Sun Sep 22 21:28:29 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@gaming_twodudes @Ninja That it's only a matter of time before esports is in the Olympics
5d8d0a351203fc9d25baae3a,Sun Sep 22 21:04:49 +0000 2019,2,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",esports in the olympics should’ve been a thing a long time ago.
5d8d0a351203fc9d25baae3b,Sun Sep 22 20:00:37 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SOCatalunya: ⚽️ Enhorabona a tots els equips pel gran campionat que heu disputat ! 
1. Special Olympics Catalunya 
2. @crecenpositivo @…"
5d8d0a351203fc9d25baae3c,Sun Sep 22 18:15:22 +0000 2019,0,,1.18E+18,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @diagonio: Will Esports be in the olympics, Ninja explains https://t.co/lsC6vYrFGN via @EsportsJunkie #esports_"
5d8d0a351203fc9d25baae3d,Sun Sep 22 18:01:38 +0000 2019,0,,1.18E+18,,1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Will Esports be in the olympics, Ninja explains https://t.co/lsC6vYrFGN via @EsportsJunkie #esports_"
5d8d0a351203fc9d25baae3e,Sun Sep 22 17:50:22 +0000 2019,0,,1.18E+18,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @IntelIndia: We are excited to bring the Intel World Open esports tournament to Japan where we will crown the champions of @RocketLeague…
5d8d0a351203fc9d25baae3f,Sun Sep 22 13:55:21 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @btvesports: 🏆 L'equip Special Olympics Catalunya (@SOCatalunya ) s'ha proclamat campió de la 10a edició del Trofeu Internacional de fut…
5d8d0a351203fc9d25baae40,Sun Sep 22 13:37:08 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @btvesports: 🏆 L'equip Special Olympics Catalunya (@SOCatalunya ) s'ha proclamat campió de la 10a edició del Trofeu Internacional de fut…
5d8d0a351203fc9d25baae41,Sun Sep 22 13:31:33 +0000 2019,0,,1.18E+18,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @btvesports: 🏆 L'equip Special Olympics Catalunya (@SOCatalunya ) s'ha proclamat campió de la 10a edició del Trofeu Internacional de fut…
5d8d0a351203fc9d25baae42,Sun Sep 22 13:25:15 +0000 2019,8,,1.18E+18,,4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",🏆 L'equip Special Olympics Catalunya (@SOCatalunya ) s'ha proclamat campió de la 10a edició del Trofeu Internaciona… https://t.co/gZMrGCL3IL
