OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,DestinationKentState,anyAdditionalComments
"['yes', 'make', 'section', 'language', 'select', 'want', 'prior', 'experience', 'language', 'easy', 'understand', 'specify', 'language', 'take', 'school', 'set', 'home', 'else', 'people', 'take', 'test', 'accordingly']","['think', 'check', 'around', 'meet', 'around', 'follow', 'day', 'way', 'early', 'day', 'people', 'actually', 'motivate', 'schedule', 'rather', 'dredge', 'morning', 'want', 'go', 'back', 'sleep']",['nan'],"['nothing', 'really', 'social', 'person']","['think', 'personalize', 'experience', 'information', 'felt', 'repetitive', 'help', 'help', 'lot', 'felt', 'like', 'sit', 'listen', 'water', 'down', 'version', 'information', 'hear', 'min', 'ago']","['probably', 'advise', 'meet', 'felt', 'confident', 'become', 'college', 'student', 'first', 'semester', 'head']","['everyone', 'nice', 'well', 'around', 'new', 'people', 'lot', 'new', 'people', 'never', 'felt', 'comfortable', 'open']"
['nan'],['nan'],['nan'],"['maybe', 'activity', 'encourage', 'student', 'introduce', 'mingle', 'student', 'way', 'student', 'shy', 'side', 'get', 'chance', 'meet', 'people', 'without', 'one', 'initiate', 'conversation']",['nan'],"['energy', 'get', 'flash', 'guide', 'speaker', 'amaze', 'reassure', 'pick', 'right', 'school', 'never', 'felt', 'home', 'secure']",['nan']
['nan'],"['tell', 'two', 'different', 'answer', 'advisor', 'v', 'advisor', 'speak', 'day', 'regard', 'math', 'class', 'also', 'time', 'parent', 'permit', 'talk', 'advisor', 'answer', 'question', 'seem', 'discourage']","['would', 'like', 'also', 'specific', 'session', 'look', 'major', 'minor', 'within', 'select', 'college']","['think', 'good']","['various', 'option', 'buy', 'book', 'study', 'abroad', 'option']","['resource', 'fair', 'helpful', 'good', 'learn', 'much', 'time', 'need', 'spend', 'outside', 'class', 'super', 'helpful']","['appreciate', 'include', 'meal', 'truthfully', 'food', 'good', 'convince', 'reason', 'buy', 'din', 'plan', 'sorry']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'see', 'satisfy', 'experience', 'kent', 'favorite', 'part']",['nan']
['nan'],"['able', 'meet', 'advisor', 'school', 'music', 'student', 'tell', 'unavailable', 'would', 'like', 'meet', 'advisor', 'help', 'kind', 'informative']","['informative', 'much', 'information', 'include', 'already', 'find']","['outgo', 'love', 'meet', 'people']","['see', 'campus', 'discus', 'topic']","['schedule', 'class', 'almost', 'everything', 'include', 'also', 'enjoy', 'walk', 'campus', 'even', 'see', 'dorm']","['really', 'excite', 'start', 'fall', 'go', 'flash']"
['nan'],"['nice', 'get', 'schedule', 'everything', 'know', 'many', 'hard', 'enough', 'advisor', 'time', 'however', 'meet', 'graduate', 'student', 'actual', 'academic', 'advisor', 'wish', 'would', 'get', 'meet', 'also', 'get', 'meet', 'advisor', 'honor', 'college']",['nan'],['nan'],['nan'],"['meet', 'future', 'classmate', 'get', 'schedule']",['nan']
"['really', 'think', 'efficient', 'gauge', 'ability', 'student']","['great', 'job', 'really', 'help', 'understand', 'pick', 'process', 'work', 'explanation', 'though', 'fast', 'really', 'make', 'easy', 'understand', 'class', 'would', 'lay', 'fall', 'possibly', 'future', 'star']",['nan'],"['first', 'really', 'nervous', 'one', 'make', 'point', 'thing', 'put', 'comfort', 'zone', 'lead', 'great', 'thing', 'decide', 'really', 'go', 'make', 'connection', 'want', 'make', 'guess', 'extra', 'push', 'need']","['flash', 'guide', 'experience', 'extremely', 'insightful', 'really', 'someone', 'perspective', 'university', 'function', 'fantastic', 'think', 'little', 'focus', 'type', 'activity', 'flash', 'guide']","['really', 'love', 'connection', 'make', 'also', 'love', 'much', 'information', 'provide', 'campus', 'safety', 'general', 'atmosphere', 'kent', 'give', 'really', 'scar', 'go', 'like', 'really', 'ecstatic', 'flash']","['get', 'name', 'tag', 'though', 'suck', 'little', 'bite']"
['nope'],['nan'],['nan'],"['event', 'activity', 'meet', 'connect', 'new', 'people', 'make', 'effort']","['pretty', 'good']","['probably', 'walk', 'downtown', 'really', 'fun', 'able', 'see', 'whats', 'available', 'near', 'campus', 'along', 'get', 'spend', 'time', 'walk', 'around', 'talk', 'friend']",[]
['nan'],['nan'],['nan'],['nan'],['nan'],"['like', 'story', 'advice', 'think', 'extremely', 'helpful', 'also', 'personable', 'think', 'would', 'even', 'like', 'one', 'day']",['nan']
['nan'],['nan'],['nan'],"['common', 'interest']",['nan'],"['get', 'meet', 'everyone', 'major']",['nan']
[],"['great', 'time', 'learn', 'lot']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['get', 'specific', 'college', 'twice']","['put', 'guide', 'help', 'lot', 'understand', 'life', 'college', 'student']","['favorite', 'part', 'story', 'allow', 'u', 'connect', 'guide', 'deep', 'level']","['try', 'lessen', 'amount', 'presentation', 'lose', 'crowd', 'hour']"
"['maybe', 'allow', 'student', 'review', 'answer', 'submit']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['security', 'residence', 'hall', 'overnight', 'girl', 'make', 'friend', 'roommate', 'let', 'boy', 'experience', 'room', 'intercourse', 'u', 'really', 'uncomfortable', 'security', 'u', 'residence', 'hall']","['girl', 'brand', 'new', 'really', 'nice', 'helpful', 'answer', 'question', 'study', 'abroad', 'u', 'say', 'know', 'particular', 'area']",['nan'],"['know', 'roommate', 'prior', 'start', 'daily', 'event', 'room', 'similar', 'major', 'arrange', 'buddy', 'maybe']","['choose', 'class', 'overwhelm', 'time', 'discus', 'stop', 'think', 'really', 'get', 'much', 'time', 'process', 'discus', 'parent', 'guy', 'keep', 'u', 'busy', 'time', 'specific', 'college', 'like', 'actually', 'attend', 'advisor']","['college', 'art', 'even', 'tour', 'campus', 'downtown', 'meet', 'really', 'great', 'people']",['nan']
['nan'],"['academic', 'advisor', 'great']",['nan'],['nan'],['nan'],['nan'],['nan']
"['ready', 'math']",['nan'],['nan'],"['start', 'conversation']",['nan'],"['schedule', 'class']",['nan']
['nan'],['nan'],['nan'],"['would', 'help', 'wasnt', 'socially', 'awkward']",['nan'],"['campus', 'experience', 'mostly']",['nan']
['nan'],"['learn', 'program']",['nan'],"['stop', 'little', 'introvert', 'time', 'probably', 'would', 'meet', 'people']",['nan'],"['really', 'love', 'make', 'entire', 'experience', 'best', 'especially', 'hear', 'story', 'get', 'know', 'guide', 'u', 'every', 'step', 'way']",['nan']
['nan'],"['learn', 'future', 'path', 'major', 'class', 'would', 'take', 'throughout', 'year', 'kent']","['fun', 'invite', 'immediately', 'make', 'feel', 'ease', 'stay', 'felt', 'reassure', 'would', 'fun', 'time', 'approachable', 'even', 'talk', 'go', 'love', 'everyone', 'story', 'personality', 'connection', 'show', 'connect', 'student', 'body', 'really', 'miss', 'already', 'love', 'able', 'talk', 'openly', 'anything', 'could', 'answer', 'question', 'happily', 'never', 'felt', 'bore', 'annoy', 'reassure']","['small', 'group', 'time']","['flash', 'guide', 'story']","['favorite', 'experience', 'first', 'set', 'presentation', 'student', 'speaker', 'lay', 'back', 'funny', 'make', 'low', 'pressure', 'environment']",['nan']
"['take', 'wait', 'last', 'minute']","['none', 'like', 'academic', 'advisor', 'connect', 'great', 'think']",['nothing'],"['people', 'interest', 'really', 'connect', 'group', 'relate']","['able', 'go']","['probably', 'freedom']",['nan']
['nan'],"['advisor', 'amaze', 'however', 'schedule', 'class', 'need', 'choose', 'professor', 'like', 'past', 'year', 'go', 'correct', 'schedule', 'home', 'would', 'let', 'night', 'day', 'next', 'day']","['literally', 'skip', 'everything', 'lunch', 'st', 'day', 'student', 'already', 'everything']","['roommate', 'clear', 'go', 'home', 'leave', 'alone', 'even', 'night']","['different', 'type', 'book', 'resource', 'require', 'different', 'class', 'specific', 'class', 'class', 'require', 'access', 'code', 'buy', 'book', 'new', 'receive', 'new', 'student', 'may', 'know']","['felt', 'unnecessary', 'attend', 'take', 'class', 'year', 'already', 'know', 'everything', 'also', 'live', 'minute', 'campus', 'would', 'prefer', 'sleep', 'bed', 'instead', 'leave', 'alone', 'night', 'roommate', 'clear', 'leave', 'campus', 'go', 'home', 'night']",['nan']
['nan'],['nan'],['nan'],['nan'],"['think', 'would', 'really', 'great', 'little', 'time', 'spend', 'meet', 'peer', 'begin', 'day', 'especially', 'lunch', 'meet', 'lot', 'people', 'time', 'many', 'people', 'talk', 'say', 'uncomfortable', 'either', 'come', 'alone', 'meet', 'anyone', 'could', 'share', 'experience', 'come', 'friend', 'felt', 'though', 'spend', 'time', 'person', 'give', 'incoming', 'student', 'specific', 'time', 'activity', 'could', 'meet', 'least', 'one', 'person', 'could', 'eat', 'lunch', 'share', 'experience', 'would', 'greatly', 'benefit', 'everyone', 'program', 'allow', 'loneliness', 'uncertainty', 'come', 'enter', 'new', 'chapter', 'life']","['really', 'enjoy', 'time', 'spend', 'talk', 'hear', 'especially', 'story', 'program', 'specifically', 'make', 'feel', 'great', 'come', 'kent', 'state', 'familiar', 'academic', 'challenge', 'college', 'college', 'credit', 'plus', 'however', 'slightly', 'nervous', 'social', 'aspect', 'college', 'find', 'place', 'listen', 'especially', 'make', 'feel', 'comfortable', 'help', 'understand', 'everyone', 'go', 'sort', 'struggle', 'first', 'enter', 'college']",['nan']
[],"['comment', 'need']","['way', 'long', 'condense']","['people', 'major']","['time', 'one', 'day']",['comment'],"['sister', 'college', 'orientation', 'one', 'day', 'extra', 'time', 'spend', 'additional', 'like', 'fill', 'time', 'slot']"
['nan'],['nan'],['nan'],"['meet', 'student', 'similar', 'interest', 'club', 'activity']",['nan'],"['depth', 'academic', 'advise', 'answer', 'question']",['nan']
"['placement', 'test', 'calculator', 'test', 'tutorial', 'say', 'go', 'one']",['nan'],['nan'],['nan'],"['tour', 'around', 'campus']","['meet', 'advisor', 'make', 'schedule']",['nan']
"['like', 'fact', 'never', 'know', 'get', 'something', 'right', 'wrong', 'sometimes', 'confidence', 'booster', 'type', 'notification', 'tell', 'right', 'submit', 'also', 'know', 'place', 'answer', 'whether', 'decimal', 'form', 'faction', 'form', 'put', 'order', 'pair', 'parenthesis', 'maybe', 'could', 'specify']","['love', 'fact', 'feel', 'rush', 'much', 'knowledge', 'especially', 'specific', 'fashion', 'major', 'academic', 'advisor', 'could', 'start', 'session', 'remind', 'student', 'time', 'rush', 'thing', 'guidance', 'counselor', 'rush', 'past', 'high', 'school', 'really', 'great', 'advisor']",['nan'],['nan'],['nan'],['nan'],['nan']
"['take', 'time', 'study', 'prepare', 'might', 'look', 'easy', 'fairly', 'difficult']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['study', 'guide', 'look', 'take', 'test', 'know', 'expect', 'least', 'type', 'math', 'test', 'cover']","['helpful', 'case', 'specifically', 'know', 'thing', 'really', 'complicate', 'lot', 'transferable', 'college', 'credit', 'major', 'even', 'verge', 'undecided', 'despite', 'frustrate', 'get', 'entirely', 'sure', 'would', 'head', 'remain', 'completely', 'helpful', 'make', 'sure', 'make', 'right', 'decision', 'despite', 'long', 'sit', 'office', 'contemplate', 'seem', 'like', 'important', 'decision', 'successfully', 'answer', 'question', 'remain', 'redundancy', 'definitely', 'see', 'further', 'relationship', 'quite', 'academic', 'advisor', 'time']",['nan'],"['lot', 'people', 'business', 'section', 'talkative', 'think', 'enclose', 'within', 'entirely', 'sure', 'way', 'fix', 'unless', 'ice', 'breaker', 'activity']","['think', 'destination', 'informative', 'helpful', 'parent', 'also', 'satisfy', 'experience', 'parent', 'well', 'information', 'staff', 'give']","['meet', 'advisor', 'like', 'mention', 'previous', 'section', 'survey', 'helpful', 'patient', 'felt', 'like', 'could', 'immediately', 'connect', 'comfortable', 'typically', 'happen', 'people']",['nan']
['nan'],['nan'],['nan'],"['time', 'small', 'group']",['nan'],['nan'],"['program', 'overwhelm', 'stressful', 'make', 'realize', 'want', 'go', 'school', 'lot', 'time', 'interact', 'student', 'difficult', 'establish', 'connection', 'near', 'impossible', 'sleep', 'people', 'run', 'hallway', 'scream', 'slam', 'door', 'night', 'ra', 'go', 'three', 'time', 'still', 'loud', 'fun', 'guest', 'come', 'like', 'either', 'pretty', 'bad', 'experience', 'honesty', 'enough', 'chase', 'attend', 'late', 'summer', 'hope', 'improve', 'program', 'future', 'student', 'way', 'feel', 'uncomfortable', 'stress', 'place']"
['nan'],"['find', 'everyone', 'super', 'helpful', 'enjoy', 'session', 'talk', 'individual', 'college', 'class', 'work', 'registration']",['nan'],['nan'],['nan'],"['people', 'flash', 'guide', 'organize', 'never', 'lose', 'stress', 'everything', 'go', 'smooth', 'session', 'put', 'ease']",['nan']
[],['nan'],['nan'],['nan'],[],"['free', 'time', 'night', 'meet', 'new', 'people']",['nan']
['nan'],"['felt', 'advisor', 'really', 'want', 'help', 'answer', 'question']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['start', 'conversation']","['meet', 'friend']","['go', 'major', 'group', 'walk', 'build', 'talk']",['nan']
['nan'],['nan'],['nan'],['nan'],['nope'],"['night', 'game', 'stay', 'overnight', 'dorm']",['nan']
['nan'],"['kyle', 'thorough', 'provide', 'information', 'guidance', 'even', 'think', 'need', 'prior', 'appointment', 'extremely', 'helpful']","['never', 'end', 'lecture', 'bite', 'drag', 'parent', 'think', 'fine', 'expect']",['nan'],['nan'],['nan'],['nan']
"['basic', 'test', 'alright']","['time', 'work', 'advisor']",['nan'],['social'],"['advisor', 'appointment']","['group', 'chat']",['nan']
['nan'],['nan'],['nan'],"['time', 'talk', 'structure', 'way', 'fellow', 'student']",['nan'],"['really', 'enjoy', 'connect', 'people', 'college']",['nan']
['nan'],['nan'],['nan'],"['nothing', 'someone', 'social', 'tend', 'quiet', 'mind', 'also', 'shy', 'think', 'way', 'connect', 'one', 'person', 'choose', 'think', 'group', 'activity', 'great', 'help', 'connect', 'could', 'see']","['think', 'book', 'supply', 'talk', 'little', 'know', 'get', 'book', 'may', 'need', 'class', 'expect', 'price', 'range', 'save']","['favorite', 'part', 'destination', 'kent', 'activity', 'get', 'group', 'get', 'know', 'choose', 'college', 'category', 'rather', 'active', 'rather', 'spend', 'time', 'watch', 'presentation']","['really', 'fun', 'think', 'provide', 'enough', 'great', 'information', 'make', 'feel', 'comfortable', 'come', 'first', 'experience', 'college', 'help', 'relieve', 'lot', 'worry', 'leave', 'excitement']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['late', 'even', 'day', 'get', 'meet', 'people', 'talk', 'one', 'another']",['nan']
['nan'],['nan'],['nan'],"['icebreaker', 'probably', 'small', 'group']",['nan'],"['even', 'activity', 'fun']",['nan']
['nan'],['nan'],['nan'],['nan'],"['residence', 'hall']","['flash', 'guide', 'story']",['nan']
['nan'],['nan'],['nan'],"['fact', 'come', 'without', 'parent']",['nan'],['nan'],['nan']
"['explain', 'math', 'go', 'difficult', 'understand', 'number', 'sequence', 'represent', 'accord', 'math', 'score']","['learn', 'lot', 'schedule', 'time', 'come', 'register', 'spring', 'class']","['really', 'enjoy', 'professor', 'smith', 'wish', 'opportunity', 'take', 'one', 'class']","['talk', 'people', 'really', 'make', 'connection', 'activist', 'get', 'know', 'peer']",[],"['favorite', 'part', 'attend', 'meet', 'professor', 'smith', 'really', 'get', 'crowd', 'involve', 'great', 'time', 'even', 'early', 'morning', 'lot', 'energy', 'fill', 'whole', 'room']",[]
['nan'],['nan'],['nan'],['nan'],"['layout', 'campus', 'location', 'different', 'build']","['like', 'talk', 'hear', 'story', 'different', 'experience', 'first', 'year', 'people', 'different', 'personality', 'could', 'relate', 'really', 'friendly', 'welcome']",['nan']
['nan'],['nan'],['nan'],['nan'],"['get', 'meet', 'roommate', 'night', 'would', 'nice', 'tell', 'roommate', 'could', 'meet', 'already', 'bed']","['activity', 'fair']","['anxiety', 'really', 'nervous', 'leave', 'home', 'would', 'nice', 'meet', 'counselor', 'know', 'someone', 'financial', 'aid', 'speaker', 'need', 'parent', 'bore', 'know', 'high', 'school', 'friend', 'already', 'whole', 'time', 'would', 'nice', 'force', 'meet', 'new', 'people', 'enjoy', 'food', 'give', 'wish', 'breakfast', 'option']"
['nan'],['nan'],"['really', 'nice', 'talk', 'get', 'know', 'flash', 'guide']",['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['information', 'give', 'helpful']",['nan']
"['first', 'time', 'campus', 'regret', 'choose', 'kent', 'love', 'atmosphere']","['helpful', 'help', 'understand', 'material']",['awesome'],"['social', 'hour', 'end', 'day']","['free', 'time', 'end', 'day', 'really', 'nice']","['social', 'hour', 'end', 'day', 'fair', 'free', 'thing', 'start']",['nan']
['nan'],"['helpful', 'tell', 'really', 'care', 'u']",['nan'],['nan'],['nan'],"['meet', 'new', 'people', 'like', 'first', 'day', 'high', 'school', 'dont', 'know', 'gon', 'na', 'sit', 'lunch', 'nice', 'everyone', 'sit', 'wherever', 'fun', 'experience', 'see', 'everyone', 'nice']",['nan']
['nan'],"['go', 'smoothly', 'even', 'change', 'major', 'appointment', 'felt', 'like', 'take', 'time']",['nan'],['nan'],['nan'],"['great', 'really', 'fun', 'talk', 'make', 'feel', 'include', 'one', 'anywhere', 'sit', 'lunch', 'invite', 'lead', 'group', 'friend', 'make', 'personally', 'best', 'part']",['nan']
['nan'],"['helpful', 'question', 'schedule']",['nan'],"['get', 'shell']",['nan'],"['get', 'see', 'future', 'may', 'hold', 'get', 'know', 'organization', 'get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],"['set', 'time', 'day', 'one', 'tour', 'campus', 'popular', 'place']",['nan'],['nan']
['nan'],"['conversational', 'advisor', 'great', 'explain', 'program', 'schedule', 'environment', 'help', 'feel', 'ease', 'comfortable', 'new', 'environment']",['nan'],"['informal', 'time', 'chat', 'college', 'group', 'really', 'help', 'provide', 'environment', 'u', 'comfortable', 'get', 'know']","['think', 'would', 'helpful', 'talk', 'bite', 'purchase', 'supply']","['activity', 'charge', 'favorite', 'part', 'really', 'help', 'create', 'welcome', 'environment']",['nan']
['nan'],"['disappoint', 'design', 'course', 'close']",['nan'],['nan'],['nan'],"['meet', 'potential', 'roommate', 'first', 'time', 'person', 'much', 'common', 'overnight', 'fun']",['nan']
[],['nan'],['nan'],['nan'],"['time', 'financial', 'aid', 'student']","['walk', 'tour', 'downtown', 'fun', 'get', 'walk', 'around', 'friend', 'thing']",['nan']
['nan'],['nan'],['nan'],"['know', 'meet', 'lunch']","['different', 'hall', 'benefit', 'still', 'sure', 'dorm', 'want', 'stay']","['flash', 'guide', 'enthusiasm']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'first', 'class', 'enjoy', 'professor', 'keep', 'everyone', 'engage', 'keep', 'everyone', 'laugh']",['nan']
['nan'],"['academic', 'advisor', 'incredibly', 'kind', 'welcome', 'patient', 'informative', 'question', 'different', 'class', 'also', 'tell', 'name', 'location', 'people', 'campus', 'would', 'useful', 'resource', 'help', 'immensely']",['nan'],"['would', 'make', 'strong', 'memorable', 'connection', 'icebreaker', 'game', 'game', 'play', 'activity', 'help', 'connect', 'bond', 'great', 'number', 'fellow', 'student']",['nan'],"['favorite', 'part', 'experience', 'icebreaker', 'game', 'play', 'within', 'college', 'help', 'become', 'friend', 'several', 'student', 'within', 'college', 'walk', 'downtown', 'spend', 'time', 'downtown', 'new', 'friend', 'even', 'activity', 'especially', 'dance', 'new', 'friend']",['nan']
"['take', 'placement', 'assessment']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['eat', 'make', 'sit', 'people', 'know']","['find', 'way', 'around', 'campus']","['meet', 'new', 'people', 'get', 'taste', 'freedom', 'college']",['nan']
['nan'],"['enjoy', 'fact', 'treat', 'like', 'go', 'get', 'sit', 'talk', 'like', 'normal', 'conversation', 'take', 'chance', 'get', 'know']",['nan'],"['randomly', 'room', 'together', 'decent', 'amount', 'common', 'stay', 'like', 'two', 'half', 'hour', 'talk', 'night']",['nan'],['nan'],['nan']
['nan'],"['academic', 'advisor', 'seem', 'excite', 'help', 'guide', 'academic', 'extremely', 'encourage', 'enjoy', 'talk']","['current', 'student', 'staff', 'kent', 'state', 'welcome', 'always', 'will', 'help']","['introvert', 'little', 'social', 'anxiety', 'would', 'probably', 'help', 'program', 'one', 'group', 'discussion', 'help', 'student', 'get', 'know', 'good', 'similar', 'interest']","['think', 'discus', 'topic', 'anxiety', 'stress', 'college', 'everyone', 'get', 'student', 'would', 'help', 'lot', 'inform', 'cope', 'get', 'comfort', 'zone', 'afraid', 'face', 'challenge', 'would', 'helpful', 'aware', 'already', 'think', 'would', 'help', 'id', 'focus', 'incoming', 'freshman']","['favorite', 'part', 'staff', 'give', 'u', 'information', 'college', 'kiva', 'real', 'talk', 'tech', 'house']","['enjoy', 'school', 'make', 'feel', 'welcome', 'love', 'whole', 'atmosphere', 'school', 'make', 'excite', 'get', 'college']"
['nan'],"['want', 'say', 'academic', 'advisor', 'meet', 'welcome', 'enjoy', 'time', 'make', 'feel', 'comfortable']",['nan'],"['possibly', 'persuade', 'even', 'force', 'talk', 'people', 'think', 'would', 'make', 'connection', 'shy', 'person', 'sometimes', 'need', 'little', 'push']",['nan'],"['overall', 'welcome', 'new', 'home', 'open', 'arm', 'best', 'feel', 'know', 'want', 'feel', 'like', 'great', 'support', 'faculty', 'student']",['nan']
"['allow', 'u', 'use', 'different', 'calculator', 'calculator', 'computer', 'like', 'one', 'possibly', 'run', 'u', 'question', 'similar', 'placement', 'know', 'need', 'forward']",['nan'],['nan'],"['apple', 'juice', 'wonderful', 'time', 'make', 'connection', 'feel', 'like', 'step', 'comfort', 'zone', 'make', 'friend']","['really', 'know', 'thing', 'around', 'campus', 'obviously', 'learn', 'get', 'maybe', 'go', 'bite', 'thing', 'relation', 'would', 'helpful']","['meet', 'realize', 'cool', 'step', 'make', 'new', 'friend', 'gold', 'team', 'best']",['nan']
['nan'],"['actual', 'advisor', 'still', 'understand', 'probably', 'good', 'reason', 'get', 'actual', 'advisor', 'would', 'love', 'meet', 'able', 'make', 'connection', 'could', 'last', 'throughout', 'college', 'experience']",['nan'],['nan'],"['campus', 'source', 'like', 'grocery', 'store', 'pharmacy']","['free', 'time', 'get']",['nan']
['nan'],['nan'],['nan'],"['make', 'group', 'chat', 'get', 'know', 'prior']","['financial', 'aid']","['explore', 'downtown', 'kent', 'sleep', 'dorm']",['nan']
"['keep', 'get', 'kick', 'take', 'test', 'turn', 'never', 'end', 'receive', 'score', 'retake', 'even', 'though', 'already', 'take']",['nan'],['nan'],['nan'],"['get', 'know', 'campus', 'different', 'build', 'din', 'hall', 'different']",['nan'],['nan']
['nan'],"['even', 'though', 'exploratory', 'major', 'specific', 'question', 'able', 'get', 'answer', 'since', 'adviser', 'specifically', 'involve', 'branch']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['helpful', 'guide', 'honest', 'make', 'fun', 'entertain']",['nan']
"['button', 'make', 'easy', 'navigate']","['trouble', 'find', 'class', 'interfere']","['activity', 'get', 'comfort', 'zone', 'make', 'friend']","['similar', 'major', 'focus', 'experience']","['struggle', 'manage', 'tell', 'past', 'student']",['lunch'],['nan']
['nan'],['nan'],['nan'],['nan'],"['find', 'way', 'around', 'campus']",['nan'],['nan']
['nan'],['nan'],['nan'],"['create', 'group', 'chat', 'sort', 'exchange', 'social', 'medium']","['life', 'within', 'class', 'time', 'management']","['story', 'even', 'event']",['nan']
['nan'],"['advisor', 'helpful', 'able', 'help', 'answer', 'question']","['opportunity', 'nice', 'nurse', 'give', 'chance', 'ask', 'question', 'consider', 'time', 'class', 'prior', 'meet', 'advisor']",['nan'],['nan'],"['like', 'meet', 'advisor', 'understand', 'class', 'make', 'feel', 'organize', 'ready', 'fall']",['nan']
"['long', 'information', 'positive', 'friendly', 'environment']","['felt', 'like', 'rush', 'schedule', 'understandable', 'volume', 'student', 'nonetheless', 'rush', 'would', 'like', 'time', 'talk', 'advisor']","['din', 'room', 'disorganize', 'downtown', 'exploration', 'helpful', 'orient']","['free', 'time']",[],['schedule'],['na']
['nan'],['nan'],['nan'],"['session', 'meet', 'friend', 'similar', 'interest']","['get', 'meet', 'professor']","['favorite', 'although', 'cheesy', 'love', 'think', 'great', 'people']",['nan']
['nan'],"['helpful', 'schedule', 'class', 'felt', 'would', 'good', 'fit', 'unfortunately', 'could', 'meet', 'digital', 'medium', 'production', 'advisor', 'advisor', 'meet', 'easy', 'talk', 'felt', 'respect', 'future', 'success', 'top', 'priority']",['nan'],['nan'],['nan'],['nan'],"['say', 'know', 'make', 'right', 'decision', 'come', 'kent']"
['nan'],"['advisor', 'helpful', 'seem', 'care', 'college', 'plan', 'schedule', 'give', 'meet', 'need', 'student', 'commuter']","['bore', 'helpful']","['pair', 'people', 'major', 'instead', 'whole', 'college', 'department']","['discus', 'park']",['nan'],"['make', 'question', 'decision', 'attend', 'kent', 'state', 'fall', 'regret', 'look', 'university', 'college', 'search']"
['nan'],['nan'],['nan'],"['possibly', 'kind', 'thing', 'force', 'talk', 'get', 'know']","['everything', 'explain', 'thoroughly', 'effectively']","['enjoy', 'meet', 'advisor', 'anything', 'like', 'guidance', 'counselor', 'back', 'high', 'school', 'really', 'take', 'time', 'talk', 'interest', 'goal', 'genuinely', 'want', 'achieve', 'grow', 'kent']",['nan']
"['think', 'test', 'really', 'problem']",['nan'],['nan'],"['icebreaker', 'begin', 'day', 'instead', 'last', 'activity', 'day']","['navigate', 'campus']","['enjoy', 'lecture', 'professor', 'smith', 'give', 'engage', 'interest']","['overall', 'experience', 'good', 'really', 'love', 'enthusiasm', 'everything', 'well', 'organize', 'well']"
"['awesome', 'experience', 'flash', 'guide', 'super', 'awesome', 'make', 'lot', 'friend']",['nan'],['nan'],"['similar', 'circumstance']",['nan'],['nan'],['nan']
['nan'],"['really', 'nice']",['nan'],"['u', 'get', 'know', 'sit', 'room', 'day', 'u', 'listen', 'thing']","['park', 'book', 'job']",['food'],"['need', 'give', 'u', 'room', 'assignment', 'get', 'actually', 'see', 'dorm', 'also', 'need', 'review', 'transcript', 'get', 'get', 'official', 'schedule', 'also', 'break', 'throw', 'u', 'overwhelmingly', 'individual', 'major', 'general', 'thing']"
['nan'],"['love', 'amaze', 'advisor']",['nan'],['nan'],"['walk', 'tour', 'refresh', 'mind', 'take', 'campus', 'tour', 'go']","['meet', 'new', 'people', 'able', 'comfortable']","['amaze', 'time']"
"['tool', 'hard']","['nice', 'understand', 'question']",['nan'],['nan'],"['would', 'like', 'see', 'campus']","['get', 'stay', 'residence', 'hall']",['nan']
['nan'],['nan'],['nan'],"['time', 'thing', 'talk']",['nan'],['story'],['nan']
['nan'],['nan'],['nan'],"['lot', 'people', 'interest', 'day']",['nan'],"['flash', 'guide']",['nan']
['nan'],['nan'],['nan'],['nan'],"['residence', 'hall', 'option']","['downtown', 'tour']",['nan']
['nan'],['nan'],['nan'],"['different', 'type', 'activity', 'everything', 'loud', 'bold', 'great', 'lot', 'people', 'something', 'quiet', 'relax', 'would', 'good', 'maybe', 'like', 'form', 'art', 'activity', 'video', 'game']","['financial', 'aid', 'loan', 'different', 'club', 'organization']","['like', 'meet', 'portion', 'specifically', 'story', 'think', 'part', 'entertain', 'enjoy', 'listen', 'real', 'experience', 'advice', 'old', 'college', 'student', 'especially', 'like', 'real', 'easy', 'speak', 'u', 'like', 'talk', 'friend', 'like', 'guide', 'try', 'keep', 'student', 'attention']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'people']",['nan']
