OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,DestinationKentState,anyAdditionalComments
['nan'],['nan'],['nan'],"['pair', 'people', 'talk']",['nan'],"['walk', 'downtown', 'get', 'see', 'area', 'get', 'know', 'get', 'talk', 'friend']",['nan']
['nan'],['nan'],['nan'],"['able', 'sit', 'talk', 'bite', 'also', 'quiet', 'time', 'get', 'know', 'people']","['spend', 'time', 'explore', 'campus', 'social', 'aspect', 'school']","['able', 'see', 'around', 'campus', 'get', 'see', 'place', 'around']","['good', 'wish', 'time', 'day', 'rest', 'give', 'brain', 'break', 'information', 'dump', 'first', 'day', 'make', 'exhaust', 'give', 'headache', 'last', 'day']"
['nan'],"['review', 'class', 'advisor', 'take', 'computer', 'lab', 'schedule', 'class', 'sit', 'minute', 'silence', 'without', 'instruction', 'tell', 'sit', 'hi', 'name', 'presentation', 'start', 'people', 'come', 'get', 'start', 'minute', 'login', 'flash', 'line', 'sit', 'wonder', 'even']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['something', 'would', 'help', 'ice', 'breaker', 'slow', 'push', 'away', 'nervous', 'scar', 'feel', 'come', 'program']",['nan'],"['finish', 'vine', 'ice', 'breaker', 'love', 'able', 'show', 'use', 'one', 'huge', 'common', 'interest', 'fun', 'relax']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['hear', 'story']","['please', 'make', 'water', 'accessible', 'throughout', 'instead', 'meal', 'thirsty']"
"['senior', 'math', 'course', 'relate', 'trigonometry', 'take', 'statistic', 'therefore', 'knowledgeable', 'subject', 'placement', 'test', 'may', 'useful', 'include', 'various', 'amount', 'math', 'subject']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['small', 'activity', 'rather', 'everyone', 'day']","['optional', 'campus', 'tour', 'place', 'like', 'library', 'center', 'student', 'center', 'core', 'entire', 'day', 'half', 'would', 'like', 'see', 'campus']","['program', 'well', 'put', 'together', 'well', 'time', 'every', 'time', 'make', 'handful', 'new', 'friend', 'hope', 'take', 'next', 'year']",['nan']
"['lot', 'presentation', 'useful', 'select', 'put', 'whole', 'audience', 'sleep', 'especially', 'hour', 'long', 'public', 'relation', 'presentation', 'nothing', 'destination', 'kent', 'great', 'time', 'would', 'prefer', 'presentation', 'purpose', 'make', 'long', 'day', 'go', 'quick', 'organize']","['academic', 'advisor', 'amaze', 'change', 'thing']",['nan'],['nan'],['nan'],['nan'],['nan']
"['allow', 'student', 'see', 'score', 'immediately', 'complete', 'assessment', 'ease', 'stress', 'possibly', 'encourage', 'reassess', 'good', 'score']","['complete', 'early', 'appointment', 'move', 'onto', 'late', 'appointment']",['nan'],"['socialize', 'time', 'day', 'instead', 'take', 'place', 'night']","['separate', 'different', 'college', 'would', 'enjoy', 'able', 'explore', 'section', 'campus', 'majority', 'class', 'take', 'place', 'example', 'college', 'art', 'science', 'explore', 'science', 'wing']","['campus', 'tour', 'outside', 'activity', 'student', 'parent', 'able', 'get', 'walk', 'around', 'explore', 'long', 'day', 'sit']","['session', 'could', 'plan', 'differently', 'allow', 'time']"
['nan'],"['love', 'presentation', 'presenter', 'hope', 'professor']",['nan'],"['scar', 'talk']",['nan'],"['academic', 'success', 'class', 'advisor', 'meet', 'like', 'engagement', 'class', 'love', 'laura', 'advisor', 'fashion', 'merchandise']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['flash', 'guide', 'story', 'tell', 'u', 'struggle', 'let', 'stop', 'neither']",['nan']
"['fun', 'experience', 'thing', 'would', 'suggest', 'maybe', 'couple', 'break', 'point', 'time', 'lot', 'talk', 'lot', 'throw', 'everyone', 'super', 'helpful', 'wait', 'fall']","['look', 'schedule', 'notice', 'take', 'math', 'schedule', 'assume', 'since', 'advisor', 'say', 'anything', 'maybe', 'clear', 'class', 'take', 'fault', 'look', 'ask', 'question']",['nan'],"['activity', 'like', 'split', 'college']",['nan'],"['even', 'gather', 'really', 'fun', 'give', 'u', 'chance', 'talk', 'get', 'comfort', 'zone', 'fun', 'together', 'whole']","['even', 'gather', 'would', 'break', 'trip', 'town', 'gather', 'time', 'happen', 'time', 'hard', 'time', 'get', 'back', 'downtown', 'half', 'gather']"
['nan'],['nan'],['nan'],"['small', 'group', 'icebreaker']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['many', 'student', 'per']","['many', 'rush', 'topic']","['first', 'class', 'day']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['plastic', 'water', 'bottle', 'would', 'much', 'appreciate']"
['nan'],['nan'],['nan'],"['work', 'group', 'choice', 'work', 'together']",['nan'],"['like', 'time', 'split', 'away', 'parent', 'help', 'u', 'meet', 'new', 'people', 'go', 'school']",['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'activity', 'instead', 'large', 'scale', 'icebreaker']",['nan'],['nan'],['nan']
"['test', 'seem', 'separate', 'sure', 'call', 'maybe', 'make', 'one', 'respective', 'platform', 'test', 'style', 'remain']","['advisor', 'extremely', 'helpful', 'friendly', 'personable', 'could', 'tell', 'everyone', 'best', 'interest', 'mind', 'excite', 'help', 'u', 'start', 'next', 'journey', 'life']","['destination', 'kent', 'state', 'amaze', 'opportunity', 'get', 'nerve', 'college', 'meet', 'new', 'people', 'learn', 'college', 'truly', 'incredible', 'experience']","['feel', 'like', 'would', 'opportunity', 'connect', 'student', 'small', 'group', 'would', 'help', 'u', 'branch', 'many', 'stick', 'familiar', 'face', 'understandable']","['maybe', 'tip', 'current', 'student', 'navigate', 'campus', 'keep', 'track', 'frequent', 'question', 'ask', 'incoming', 'student', 'utilize', 'crowd', 'think']","['love', 'whole', 'create', 'friendly', 'invite', 'environment', 'incoming', 'student', 'favorite', 'part', 'get', 'explore', 'campus', 'downtown', 'free', 'time', 'allow', 'time', 'get', 'connect', 'student']",['nan']
['nan'],['nan'],['nan'],"['make', 'plenty']",['nan'],['converse'],['nan']
['nan'],['nan'],['nan'],"['spend', 'time', 'consistent', 'group', 'people']",['nan'],['nan'],['nan']
[],['nan'],['nan'],['put'],[],"['explore', 'campus', 'night']",['nan']
['nan'],"['think', 'meet', 'academic', 'advisor', 'definitely', 'help', 'sort', 'idea', 'bring', 'life', 'want', 'college']",['nan'],"['schedule', 'two', 'friend', 'home', 'room', 'together', 'next', 'fall', 'however', 'since', 'come', 'till', 'late', 'opportunity', 'room', 'someone', 'else', 'night', 'spend', 'together', 'make', 'branch', 'meet', 'prior', 'friend', 'either']",['nan'],"['honestly', 'favorite', 'part', 'program', 'get', 'talk', 'friend', 'meet', 'sit', 'meal', 'get', 'conversation', 'anything', 'definitely', 'make', 'entire', 'experience', 'lot', 'fun']","['think', 'great', 'idea', 'bring', 'along', 'like', 'say', 'get', 'meet', 'connect', 'get', 'many', 'question', 'answer', 'think', 'overall', 'great', 'orientation', 'honestly', 'want', 'future', 'year']"
['nan'],['nan'],['nan'],"['facilitate', 'ice', 'breaker', 'activity']","['financial', 'aid', 'loan', 'work']",['nan'],['nan']
"['make', 'one', 'language', 'offer']","['plan', 'schedule', 'since', 'junior', 'year', 'high', 'school', 'assume', 'want', 'take', 'class', 'save', 'semester', 'want', 'try', 'balance', 'course', 'load']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],"['felt', 'prepare', 'enough', 'maybe', 'need', 'go', 'schedule', 'prepare']",['nan'],['nan'],"['get', 'around', 'campus']",['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],"['find', 'one', 'way', 'around', 'campus']",['nan'],['nan']
['nan'],['nan'],['nan'],"['overall', 'group', 'large', 'felt', 'like', 'everyone', 'friend', 'already', 'think', 'randomly', 'split', 'student', 'small', 'group', 'activity', 'would', 'give', 'chance', 'really', 'get', 'know', 'much', 'time', 'since', 'lot', 'session']",['nan'],"['advise', 'really', 'great', 'tell', 'advisor', 'excite', 'really', 'want', 'help']",['nan']
"['nothing', 'helpful', 'come', 'mind', 'maybe', 'reminder', 'take', 'placement', 'test', 'around', 'initial', 'deadline', 'time', 'could', 'help']","['go', 'smoothly']",['nan'],['nan'],['nan'],['nan'],"['know', 'probably', 'presentation', 'like', 'back', 'back', 'fast', 'rate', 'overwhelm', 'sure', 'lecture', 'class', 'likely', 'like', 'college', 'feel', 'like', 'program', 'come', 'little', 'strong', 'information', 'throw', 'almost', 'forget', 'bite', 'maybe', 'suggest', 'participant', 'take', 'note', 'do', 'real', 'good', 'experience', 'though']"
['nan'],['nan'],['nan'],"['free', 'time']",['nan'],"['time', 'spend', 'actually', 'college']","['instruction', 'early', 'arrival', 'people', 'next', 'morning']"
"['calculator', 'issue']",['nan'],['nan'],['nan'],['nan'],['nan'],"['enjoyable', 'experience']"
['take'],"['try', 'clear', 'incoming', 'freshman', 'require', 'take', 'core', 'class', 'first', 'look', 'list', 'course', 'register', 'overwhelm', 'feel', 'take', 'star', 'case', 'hope', 'make', 'sense']","['overall', 'great', 'program', 'honestly']","['simply', 'start', 'introduce', 'make', 'small', 'talk', 'let', 'take', 'course']","['build', 'like', 'build', 'help', 'navigation', 'come', 'class', 'also', 'spend', 'time', 'like', 'club', 'know', 'table', 'set', 'different', 'club', 'organization', 'campus', 'like', 'see', 'visually', 'pamphlet', 'club', 'offer', 'like', 'give', 'list', 'course', 'similar', 'club', 'feel', 'comfortable', 'get', 'good', 'idea', 'want', 'get', 'start', 'circle', 'club', 'interest', 'u', 'class', 'way', 'total', 'blur', 'overwhelm', 'start', 'get', 'involve', 'official', 'first', 'step', 'find', 'organization', 'interest']","['really', 'meet', 'new', 'people', 'amaze', 'time', 'group', 'ever', 'since', 'leave', 'already', 'make', 'plan', 'meet', 'great', 'really', 'chill', 'good', 'really', 'bond', 'student', 'meet', 'day', 'humble', 'experience', 'highlight', 'level', 'excitement', 'college']","['amaze', 'leave', 'cloud', 'ecstatic', 'tell', 'friend', 'family', 'back', 'home', 'experience', 'absolutely', 'wait', 'till', 'meet', 'recently', 'meet', 'meet', 'people', 'like', 'really', 'really', 'float', 'high', 'happiness', 'find', 'second', 'home', 'find', 'second', 'family', 'know', 'go', 'grow', 'feel', 'lot', 'prepare', 'step', 'take', 'get', 'ready', 'semester', 'overall', 'feel', 'lot', 'comfortable', 'control', 'plan', 'kent']"
['nan'],"['good', 'experience', 'definitely', 'go', 'question', 'talk']",['nan'],"['social', 'medium']",['nan'],['nan'],['nan']
"['use', 'calculator', 'button', 'put', 'answer', 'math', 'assessment', 'little', 'user', 'friendly', 'overall', 'nominal', 'issue', 'system', 'work', 'quite', 'well', 'regardless']","['advisor', 'phenomenal', 'every', 'way', 'make', 'feel', 'important', 'motivate', 'something', 'great', 'difficulty', 'achieve', 'felt', 'information', 'would', 'need', 'collect', 'way', 'easy', 'understand', 'put', 'ease', 'know', 'need', 'overall', 'advisor', 'go', 'beyond', 'expectation']",['nan'],['nan'],['nan'],"['even', 'social', 'activity', 'first', 'class', 'extremely', 'enrich', 'helpful', 'personally']",['nan']
['nan'],['nan'],"['really', 'appreciate', 'talk', 'college', 'life', 'lot', 'repetitive', 'feel', 'like', 'many', 'hour', 'spend', 'listen', 'people', 'speak', 'condense', 'quite', 'lot', 'give', 'time', 'explore', 'activity']","['make', 'connection', 'din', 'hall', 'whole', 'lot', 'table', 'force', 'sit', 'people', 'know', 'like', 'first', 'end', 'meet', 'amaze', 'family', 'meet', 'four', 'people', 'night', 'party', 'thing', 'karaoke', 'click', 'super', 'good', 'friend', 'one', 'another']","['would', 'love', 'hear', 'lot', 'study', 'abroad', 'like', 'could', 'go', 'kind', 'expense', 'look', 'opportunity', 'could', 'open', 'u']","['definitely', 'party', 'find', 'awesome', 'people', 'want', 'keep', 'touch']","['love', 'welcome', 'care', 'guide', 'toward', 'u', 'question', 'seem', 'excite', 'help', 'answer', 'question', 'thankful', 'make', 'feel', 'dumb', 'know', 'first', 'place']"
"['long', 'day']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
"['nope', 'love']",['nan'],['nan'],"['try', 'achieve', 'common', 'goal']","['long', 'break', 'time', 'order', 'mingle']",['nan'],['nan']
[],['nan'],['nan'],"['time', 'bond', 'everything', 'start']","['bond', 'experience', 'ice', 'breaker']",['nan'],['nan']
['nan'],['nan'],['nan'],"['time', 'socialize', 'lecture']",['nan'],"['meet', 'people', 'schedule', 'class']","['provide', 'orientation', 'need', 'day', 'long']"
['nan'],"['help', 'indecisive', 'felt', 'like', 'student', 'person', 'rather', 'number']",['nan'],"['like', 'break', 'college', 'meet', 'people', 'similar', 'interest']",['navigation'],"['meet', 'new', 'people', 'learn', 'class', 'take']","['really', 'enjoy', 'however', 'wish', 'break', 'little', 'bite', 'session', 'little', 'bite']"
['nan'],['nan'],['nan'],"['free', 'time', 'meet', 'rather', 'force']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['get', 'know', 'game']",['nan'],"['love', 'schedule', 'class']","['food', 'dinner', 'best', 'maybe', 'offer', 'good', 'variety', 'also', 'food', 'dinner', 'bed', 'time', 'lot', 'people', 'hungry', 'nothing', 'eat', 'maybe', 'people', 'bring', 'snack', 'offer', 'snack', 'go', 'bed']"
['nan'],['nan'],['nan'],['nan'],[],"['favorite', 'part', 'get', 'spend', 'time', 'new', 'friend', 'make', 'stay', 'late']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['flash', 'guide']",['nan']
['nan'],"['quick', 'painless', 'answer', 'question', 'best', 'ability']","['extremely', 'honest', 'long', 'day', 'meet', 'activity', 'speech', 'follow', 'extremely', 'bore', 'presentation', 'purpose', 'good', 'move', 'know', 'speaker', 'renowned', 'work', 'brazil', 'provost', 'kent', 'care', 'parent', 'student', 'fall', 'asleep', 'audience', 'time', 'pack']","['break', 'small', 'group', 'base', 'major', 'group', 'something', 'well', 'help', 'immensely']",['nan'],"['get', 'sit', 'listen', 'story', 'hear', 'tip', 'go', 'q', 'session', 'extremely', 'interest', 'beneficial']",['nan']
"['maybe', 'practice', 'hand', 'prepare']","['really', 'anything']",[],"['small', 'group', 'interaction']",['hand'],"['roommate', 'new', 'friend', 'go', 'get', 'hungry', 'play', 'card', 'humanity', 'probably', 'fun', 'also', 'walk', 'downtown']",['nan']
['nan'],"['receive', 'kent', 'state', 'shirt', 'mail', 'prior', 'arrive', 'felt', 'leave', 'part', 'ask', 'get', 'think', 'neat', 'say', 'mail', 'receive', 'one', 'mail', 'never', 'get', 'day', 'reminder', 'family', 'mailer', 'either']",['nan'],['nan'],['nan'],['nan'],"['receive', 'kent', 'state', 'shirt', 'mail', 'prior', 'arrive', 'felt', 'leave', 'part', 'ask', 'get', 'think', 'neat', 'say', 'mail', 'receive', 'one', 'mail', 'please', 'send']"
"['nope', 'guy', 'great', 'job']","['heather', 'advisor', 'phenomenal', 'job', 'make', 'sure', 'get', 'class', 'need', 'schedule', 'make', 'sure', 'felt', 'welcome', 'college', 'aeronautics', 'engineer']","['really', 'nothing', 'share', 'college', 'advise', 'prep', 'session']","['meet', 'student', 'major']","['nope', 'cover', 'great', 'detail']","['able', 'connect', 'current', 'future', 'student', 'investment', 'experience', 'flash', 'guide', 'staff', 'put']","['flash', 'summer']"
"['nope', 'love']",['nan'],['nan'],"['leave', 'allow', 'branch', 'talk']",['nan'],"['favorite', 'part', 'schedule', 'class', 'academic', 'advisor', 'super', 'helpful']","['overall', 'much', 'fun']"
"['give', 'student', 'chance', 'meet', 'roommate', 'night', 'go', 'dorm', 'awkward', 'situation', 'spend', 'night', 'also', 'student', 'specific', 'college', 'small', 'group', 'easy', 'make', 'connection', 'make', 'friend']",['nan'],['nan'],"['activity', 'small', 'group', 'specifically', 'separate', 'college']",['nan'],['nan'],['nan']
"['really', 'long', 'lot', 'good']","['helpful', 'schedule', 'class', 'fit', 'lacrosse', 'schedule']",['nan'],['nan'],['nan'],"['find', 'class', 'campus']",['nan']
['nan'],['nan'],['nan'],"['time', 'student']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['whole', 'experience', 'go', 'well', 'learn', 'lot', 'idea']",['nan']
['nan'],['nan'],['nan'],"['time', 'interact']","['good', 'fam']","['meet', 'advisor', 'give', 'personal', 'attention', 'even', 'though', 'many', 'people', 'advisor', 'get']","['personal', 'experience', 'information', 'good', 'learn', 'long', 'presentation', 'lot', 'friend', 'classmate', 'think', 'would', 'lot', 'interaction', 'among', 'student', 'also', 'think', 'would', 'lot', 'explore', 'campus', 'learn', 'different', 'class', 'student', 'would', 'take']"
['nan'],"['good', 'experience']","['good', 'experience']","['lot', 'student', 'share', 'interest', 'technology', 'design', 'student', 'meet', 'minimal', 'experience', 'professional', 'design', 'engineer', 'difficult', 'connect', 'would', 'like', 'meet', 'student', 'ambition', 'future', 'career']","['wish', 'printer', 'maker', 'space', 'type', 'topic', 'cover', 'cover', 'bite', 'art', 'portion', 'extent', 'hop']","['like', 'walk', 'round', 'campus', 'find', 'class', 'would', 'library', 'pretty', 'cool', 'especially', 'printer']",['nan']
"['fine', 'struggle', 'math', 'due', 'math', 'disability']","['talk', 'scholarship', 'little']","['enough', 'time', 'get', 'booth', 'miss', 'get', 'talk', 'lot', 'people', 'campus', 'organization']","['student', 'reach']","['campus', 'tour']","['enjoy', 'freshman', 'florence', 'presentation']","['put', 'city', 'tour', 'early', 'day', 'student', 'see', 'city', 'visit', 'shop', 'program', 'great', 'free', 'nice', 'since', 'bookstore', 'terribly', 'expensive', 'even', 'clearance', 'rack', 'expensive', 'could', 'afford', 'stick', 'parent', 'car']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['meet', 'meet', 'new', 'student', 'make', 'new', 'friend']",['nan']
['nan'],['nan'],['nan'],"['far', 'away', 'start', 'school', 'see', 'sooner']",['nan'],['nan'],['nan']
"['graph', 'difficult', 'end', 'try', 'graph', 'section', 'altogether', 'know', 'make', 'look', 'right', 'drastically', 'lower', 'score']","['even', 'though', 'know', 'exactly', 'want', 'advisor', 'make', 'sure', 'matter', 'would', 'right', 'class', 'get', 'start', 'also', 'polite', 'helpful', 'share', 'lot', 'information', 'answer', 'question']",['nan'],['nan'],"['could', 'long', 'period', 'free', 'time', 'meet', 'new', 'people']","['like', 'ask', 'guide', 'question', 'actually', 'experience', 'college', 'right']",['nan']
['nan'],['nan'],['nan'],"['club', 'bracelet', 'get', 'u', 'talk', 'didnt', 'stop']","['blackboard', 'maybe', 'put', 'breakfast', 'advisor', 'appointment', 'already', 'didnt', 'yo', 'think', 'history', 'kent', 'state']",['nan'],"['food', 'good', 'hop', 'dessert', 'great', 'cold', 'sauce', 'lumpy', 'pita', 'bread', 'hard', 'breakfast', 'limit', 'range', 'dietary', 'need', 'expect', 'least', 'egg', 'bacon', 'big', 'coffee', 'go', 'cup']"
[],"['give', 'great', 'advice', 'ask', 'question']",['nan'],"['hello', 'start', 'talk', 'person', 'next']",['nan'],"['spend', 'time', 'hear']",['nan']
['nan'],['nan'],['nan'],"['stay', 'people', 'open']",['nan'],"['definitely', 'even', 'event', 'get', 'speak', 'play', 'game', 'student', 'make', 'new', 'friend', 'get', 'contact', 'information', 'hour', 'fun', 'people']",['nan']
['nan'],['nan'],['nan'],"['time', 'talk', 'incoming', 'freshman']","['think', 'time', 'spend', 'schedule', 'time', 'allot', 'think', 'schedule']","['talk', 'flash', 'guide', 'genuine', 'really', 'script', 'response']",['nan']
[],['nan'],['nan'],['nan'],[],"['schedule', 'class']",['nan']
[],['nan'],['nan'],['talk'],[],"['leader', 'group']",[]
['nan'],"['advisor', 'limit', 'time', 'talk', 'student', 'question', 'get', 'answer', 'happen', 'feel', 'like', 'still', 'fully', 'understand', 'need', 'fall', 'class', 'major', 'would', 'recommend', 'sufficient', 'time', 'allow', 'advise']",['nan'],['nan'],['nan'],"['find', 'group', 'people', 'even', 'social', 'activity', 'end', 'spend', 'rest', 'night', 'necessarily', 'program', 'favorite', 'meet', 'new', 'student']",['nan']
['nan'],['nan'],['nan'],"['opportunity', 'meet', 'people', 'begin', 'day']",['nan'],"['favorite', 'part', 'professor', 'hour', 'first', 'class', 'session']",['nan']
"['paper', 'pencil', 'would', 'probably', 'good', 'assignment']",['nan'],['nan'],"['exchange', 'phone', 'number']","['find', 'go', 'class', 'schedule']","['able', 'explore', 'campus', 'downtown']",['nan']
[],"['little', 'bite', 'confuse', 'advisor', 'meet', 'really', 'associate', 'profession', 'go', 'fashion', 'amaze', 'able', 'answer', 'question', 'think', 'would', 'little', 'bite', 'convenient', 'u', 'person', 'really', 'know', 'plan', 'besides', 'incredible', 'help', 'get', 'class', 'want', 'explain', 'system']","['fun', 'eventful']","['room', 'someone', 'talk', 'people', 'divide', 'group', 'interest', 'major']","['think', 'little', 'opportunity', 'connect', 'participate', 'go', 'attend', 'kent', 'little', 'bite', 'hard', 'talk', 'new', 'people', 'since', 'spend', 'lot', 'time', 'listen', 'maybe', 'game', 'connect', 'overall']","['really', 'like', 'get', 'know', 'everyone', 'meet', 'friendly', 'extremely', 'helpful']",['nan']
['nan'],['nan'],"['felt', 'overwhelm', 'completely', 'sure', 'schedule', 'wish', 'guide', 'would', 'talk', 'u', 'class']","['people', 'really', 'want', 'engage', 'shy', 'engage', 'involvement']","['schedule', 'class']","['like', 'able', 'explore', 'downtown', 'see']",['nan']
"['multiple', 'choice']",['nan'],['nan'],"['room', 'someone', 'city']","['campus', 'tour']","['walk', 'around', 'downtown', 'chill', 'everything', 'do']",['nan']
['nan'],['nan'],['nan'],['personality'],[],"['meet', 'new', 'friend', 'fun', 'helpful']","['lot', 'fun', 'lot', 'people', 'relate']"
['nan'],['nan'],['nan'],"['college', 'lecture', 'begin']",['nan'],"['meet', 'new', 'people', 'end', 'night']",['nan']
['nan'],['nan'],['nan'],['nan'],"['another', 'tour', 'campus']",['nan'],['nan']
[],"['felt', 'like', 'advisor', 'choose', 'class', 'rather', 'able', 'choose', 'class', 'want', 'take']",['nan'],"['time', 'small', 'group']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['room', 'person', 'major', 'college', 'work', 'small', 'group', 'way']","['tour', 'college']",['nan'],"['please', 'try', 'space', 'otherwise', 'break', 'lecture', 'bite', 'lot', 'take']"
[],"['great', 'connection', 'advisor', 'already', 'felt', 'comfortable', 'speak']",['nan'],"['maybe', 'actually', 'pair', 'game', 'take', 'bite', 'initiative', 'talk', 'someone']","['maybe', 'tour', 'library', 'work', 'center']","['favorite', 'part', 'flash', 'guide', 'reveal', 'story', 'college', 'sit', 'together', 'relax', 'talk']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['long', 'day', 'long']"
['nan'],['book'],['nan'],['nan'],"['walk', 'class', 'register']","['meet', 'new', 'people', 'socialize']",['nan']
"['find', 'calculator', 'almost', 'pointless', 'since', 'majority', 'question', 'allow']",['nan'],['nan'],"['student', 'free', 'time']","['everyday', 'student', 'life']","['even', 'activity']","['din', 'awkward', 'especially', 'since', 'come', 'alone', 'student', 'come', 'parent', 'want', 'eat', 'parent', 'intimidate', 'try', 'sit', 'strange', 'parent', 'maybe', 'student', 'family', 'sit', 'one', 'area', 'student', 'another', 'alone', 'uncomfortable']"
['nan'],['nan'],['nan'],"['time', 'interact', 'people']",['nan'],"['long', 'day', 'lot', 'break', 'information', 'useful']",['nan']
['nan'],['nan'],['nan'],['nan'],"['advise', 'process']","['class', 'sample', 'speech']",['nan']
['nan'],['nan'],['nan'],"['open', 'actually', 'try', 'talk', 'student']",['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['small', 'group', 'game', 'intimate', 'discussion', 'rather', 'giant', 'crowd', 'meet']","['time', 'meal', 'plan']","['schedule', 'class', 'expire', 'campus', 'friend']",['nan']
['nan'],['nan'],['nan'],"['make', 'friend', 'whatsoever', 'go', 'downtown', 'kent', 'maybe', 'icebreaker', 'first', 'thing', 'actually', 'introduce']","['ice', 'breaker']",['advise'],['nan']
"['send', 'kent', 'reminder', 'realize', 'almost', 'late']",['nan'],['nan'],"['small', 'group', 'game', 'kind', 'force', 'u', 'talk']","['small', 'group', 'teach', 'u', 'navigate', 'campus']","['advisor', 'meet', 'nice', 'helpful', 'get', 'excite', 'start', 'fall']",['nan']
['nan'],['nan'],['nan'],"['time', 'meet', 'people']","['find', 'way', 'around', 'campus']",['nan'],['nan']
['nan'],['nan'],['nan'],"['activity', 'instead', 'lecture', 'take', 'half', 'day']","['campus', 'navigate']","['favorite', 'part', 'meet', 'lorn', 'new', 'friend', 'downstairs', 'party', 'across', 'quaker', 'meet', 'lot', 'new', 'friend', 'awhile', 'back', 'dorm', 'talk', 'hour', 'much', 'fun']",['nan']
"['information', 'well', 'explain', 'thing', 'answer', 'even', 'think', 'ask', 'still', 'know']","['felt', 'super', 'comfortable', 'talk', 'advisor', 'help', 'lot', 'understand', 'schedule', 'class', 'way']",['nan'],"['outgo', 'find', 'similar', 'interest']","['think', 'everything', 'equally', 'talk']","['free', 'time', 'end', 'day', 'one', 'let', 'u', 'meet', 'new', 'people']",['nan']
['nan'],"['advisor', 'sweet', 'funny', 'really', 'felt', 'like', 'understand', 'want', 'first', 'semester', 'college', 'schedule', 'end', 'great']",['nan'],['nan'],['nan'],"['love', 'flash', 'guide', 'funny', 'wait', 'see', 'around', 'campus']",['nan']
[],['nan'],['nan'],"['partner', 'activity']","['find', 'job', 'campus']",['interact'],['nan']
['nan'],['nan'],['nan'],['nan'],"['try', 'schedule', 'everything', 'day', 'maybe', 'make', 'day', 'little', 'long']","['meet', 'helpful', 'welcome']",['nan']
['nan'],['nan'],['nan'],['nan'],[],"['meet', 'classmate']",['nan']
['nan'],['nan'],['nan'],"['activity', 'involve', 'work', 'student']",['nan'],"['even', 'activity', 'night', 'really', 'give', 'bond', 'student', 'meet', 'throughout', 'day']",['nan']
"['absolutely', 'wonderful', 'get', 'tire', 'listen', 'everyone', 'talk', 'first', 'day', 'though', 'long', 'drive', 'morning']",['nan'],['nan'],['nan'],['nan'],"['love', 'able', 'meet', 'talk', 'incoming', 'student']",['nan']
['nan'],['nan'],['nan'],['group'],['nan'],['nan'],['nan']
['nan'],"['helpful', 'informational', 'glad', 'time', 'set', 'aside', 'incoming', 'freshman']",['nan'],"['time', 'student']","['think', 'anything', 'time', 'well', 'experience']","['favorite', 'part', 'story', 'even', 'get', 'tour', 'downtown', 'meet', 'new', 'people', 'student', 'center', 'great', 'get', 'know', 'future', 'classmate', 'since', 'know', 'people', 'university', 'amaze', 'opportunity', 'meet', 'new', 'people', 'make', 'new', 'friend']","['amaze', 'time', 'meet', 'many', 'new', 'classmate', 'flash', 'guide', 'fell', 'love', 'campus', 'school', 'atmosphere', 'day', 'half', 'make', 'excite', 'college', 'tornado', 'trailer', 'park', 'wait', 'move', 'day', 'month', 'day', 'hour', 'minute', 'count']"
['nan'],['nan'],['nan'],"['interactive', 'activity', 'student']","['think', 'tour', 'campus', 'would', 'good', 'idea']","['even', 'activity', 'student', 'give', 'time', 'make', 'friend', 'common', 'experience', 'peer']",['nan']
"['lecture', 'please']",['nan'],['nan'],"['time', 'socialize', 'lecture']",['nan'],"['downtown', 'afterwards']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['schedule', 'class', 'walk', 'campus']",['nan']
['nan'],"['advisor', 'tate', 'helpful', 'seem', 'genuinely', 'interest', 'person', 'student', 'experience', 'pleasant', 'informative', 'easy']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['nan'],"['learn', 'anything', 'get', 'material', 'class', 'mostly', 'everything', 'drag', 'repetitive', 'learn', 'class', 'think', 'whole', 'process', 'long', 'tire', 'student', 'person', 'talk', 'roommate', 'go', 'day']"
"['presentation', 'day', 'long', 'bore']",['helpful'],['nan'],"['stuff', 'student']",['nan'],['nan'],['nan']
