OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,spendMoreTimeDestinationKentState,favoritePartDestinationKentState,expectedAsAKentStateStudent,anyAdditionalComments
['nan'],"['believe', 'university', 'great', 'job', 'help', 'student', 'come', 'academic', 'advise', 'student', 'struggle', 'academic', 'much', 'seek', 'help', 'student', 'seek', 'academic', 'help', 'next', 'year', 'know', 'need', 'go', 'get', 'help', 'believe', 'faculty', 'great', 'job']",['nan'],"['show', 'upcoming', 'student', 'hall', 'class', 'would']","['favorite', 'part', 'get', 'experience', 'meet', 'new', 'people', 'make', 'memory']","['get', 'best', 'experience', 'college']",['nan']
['nan'],"['academic', 'advisor', 'kind', 'will', 'help']",['nan'],['tour'],"['schedule', 'social', 'hour']","['succeed', 'love', 'love', 'passionately']","['wait', 'move']"
['nan'],['nan'],['nan'],['nan'],"['schedule', 'class', 'meet', 'academic', 'adviser', 'good', 'get', 'finish', 'take', 'look', 'four', 'year']","['perform', 'well', 'student', 'person']","['annoy', 'peppiness', 'play', 'game', 'make', 'feel', 'like', 'attend', 'elementary', 'school', 'summer', 'camp']"
,,,,,,
,,,,,,
[],['nan'],['nan'],['nan'],"['love', 'everything', 'program', 'hard', 'say', 'favorite', 'everything', 'informative', 'make', 'feel', 'nervous', 'fall', 'class', 'end', 'program']","['achieve', 'use', 'many', 'resource', 'offer', 'help', 'become', 'successful']",['nan']
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['story', 'nice', 'make', 'feel', 'like', 'get', 'know', 'good', 'open', 'helpful']","['good', 'student', 'involve', 'campus', 'activity']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['find', 'take', 'class', 'seriously']",['nan']
['nan'],['nan'],['nan'],"['need', 'information', 'session', 'fraternity', 'sorority']","['know', 'flash', 'guide', 'give', 'good', 'feel', 'transition', 'time']","['well', 'class', 'graduate', 'time', 'get', 'involve']",['nan']
['nan'],['nan'],['nan'],"['campus', 'tour', 'perhaps']",['nan'],"['give', 'give', 'something', 'back', 'college', 'well', 'learn']",['nan']
['nan'],"['meet', 'student', 'advisor', 'confuse', 'get', 'see', 'advisor', 'clear', 'everything', 'schedule', 'wise']","['advise', 'registration', 'prep', 'rush', 'pick', 'class', 'want', 'important', 'choice', 'one', 'make', 'one', 'give', 'ample', 'time']","['registration', 'prep']","['talk', 'schedule', 'actual', 'advisor', 'answer', 'question', 'take', 'time', 'make', 'sure', 'perfect', 'schedule']","['kind', 'everyone', 'utilize', 'resource', 'get', 'involve', 'work', 'hard', 'achieve', 'great', 'grade']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['responsible', 'fun', 'get', 'involve']",['nan']
['nan'],"['advisor', 'great', 'seem', 'interest', 'future']",['nan'],['nan'],['nan'],"['get', 'degree', 'experience', 'field']",['nan']
['nan'],"['academic', 'great', 'super', 'helpful', 'nice', 'excite', 'visit', 'help', 'next', 'time']",[],[],"['meet', 'roommate', 'make', 'new', 'friend']","['best', 'never', 'give']",['nan']
"['math', 'assessment', 'make', 'graph', 'interface', 'whole', 'lot', 'simple']","['academic', 'advisor', 'want', 'present', 'advise', 'appointment']",['nan'],['nan'],"['able', 'connect', 'flash', 'guide', 'able', 'meet', 'new', 'people', 'first', 'day', 'class']","['involve', 'around', 'campus', 'discover', 'person']",['nan']
['nan'],['nan'],['nan'],['nan'],"['flash', 'guide', 'helpful']",['best'],['nan']
['nan'],"['understand', 'many', 'people', 'advisor', 'busy', 'would', 'like', 'meet', 'actual', 'advisor']",['nan'],"['possibly', 'add', 'student', 'success', 'program', 'find', 'benefit', 'student']","['favorite', 'part', 'academic', 'advise', 'part', 'although', 'meet', 'actual', 'academic', 'advisor', 'one', 'meet', 'provide', 'lot', 'information', 'many', 'option', 'career', 'path', 'want', 'take']","['believe', 'expect', 'contribute', 'member', 'kent', 'state', 'community']",['nan']
['nan'],['nan'],['nan'],['nan'],['schedule'],"['succeed', 'fun']",['nan']
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'able', 'schedule', 'class', 'get', 'do', 'way', 'early']","['believe', 'student', 'need', 'stong', 'classroom', 'also', 'active', 'member', 'community']",['nan']
,,,,,,
"['like', 'like', 'home', 'type', 'thing']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
,,,,,,
"['tell', 'student', 'use', 'scrap', 'paper', 'math']",['nan'],['nan'],['nan'],['nan'],"['succeed', 'find', 'way', 'individual']",['nan']
"['think', 'easy', 'navigate', 'figure', 'take', 'probably', 'five', 'minute', 'figure', 'take', 'test']","['nurse', 'academic', 'advisor', 'awesome', 'helpful', 'informative', 'even', 'question', 'speak', 'truly', 'great', 'people', 'work']",[],"['definitely', 'talk', 'buy', 'book', 'definitely', 'try', 'show', 'specific', 'difference', 'college', 'high', 'school', 'typical', 'teacher', 'care', 'come', 'class', 'college', 'try', 'explain', 'thing', 'student', 'may', 'know']","['favorite', 'part', 'even', 'social', 'activity', 'finally', 'get', 'away', 'parent', 'actually', 'branch', 'put', 'make', 'new', 'friend', 'actually', 'meet', 'lot', 'cool', 'interest', 'people', 'step', 'comfort', 'zone', 'totally', 'awesome', 'plus', 'flash', 'guide', 'really', 'make', 'everyone', 'feel', 'include', 'like', 'belong', 'also', 'really', 'like', 'guide', 'walk', 'tour', 'downtown', 'show', 'whole', 'new', 'side', 'campus', 'even', 'know', 'exist']","['believe', 'need', 'find', 'passion', 'work', 'hard', 'make', 'career', 'passion', 'use', 'amaze', 'resource', 'opportunity', 'kent', 'stare', 'provide']","['flash', 'guide', 'incredible', 'inclusive', 'everyone', 'wonderful', 'job', 'make', 'everyone', 'feel', 'welcome', 'awkward', 'nervous']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['make', 'time']",['nan']
"['everything', 'go', 'well']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['icebreaker', 'incoming', 'student', 'student', 'involve', 'activity']","['explore', 'campus']",['best'],['nan']
['nan'],"['time', 'allow', 'case', 'people', 'often', 'sit', 'wait', 'hour', 'even', 'begin', 'look', 'schedule', 'understandable', 'take', 'awhile', 'do', 'differently', 'everyone', 'dismiss', 'everyone', 'drive', 'often', 'guest']",['nan'],"['tour', 'campus', 'hard', 'learn', 'way', 'around', 'campus', 'always', 'escort']",['nan'],['succeed'],['nan']
['nan'],"['academic', 'advise', 'counselor', 'helpful', 'session', 'question', 'able', 'answer', 'make', 'feel', 'confident', 'come', 'class', 'fall']",['nan'],['nan'],['nan'],"['anything', 'achieve', 'good', 'grade', 'also', 'apply', 'area', 'beyond', 'classroom', 'include', 'socially', 'order', 'well', 'round', 'person', 'graduation', 'four', 'year']",['nan']
['nan'],"['academic', 'advisor', 'mary', 'amaze', 'knowledgeable', 'genuinely', 'care', 'individual', 'student', 'show']",['nan'],['nan'],"['get', 'know', 'everyone']","['work', 'hard', 'fun']",['nan']
['nan'],"['really', 'like', 'advisor', 'give', 'great', 'advise', 'felt', 'like', 'interest', 'future']",['nan'],['nan'],"['advise', 'schedule']","['start', 'build', 'resume', 'freshman', 'year', 'get', 'involve', 'kent', 'interest', 'study', 'hobby', 'well']",['nan']
['nan'],['nan'],['nan'],['nan'],"['advise', 'spend', 'time', 'people']",['find'],['nan']
['nan'],['nan'],['nan'],"['think', 'icebreaker']","['meet', 'new', 'friend', 'get', 'stay', 'dorm', 'room', 'talk', 'flash', 'guide', 'awesome']","['believe', 'kent', 'state', 'student', 'require', 'absolute', 'best', 'nothing', 'expect', 'come', 'class', 'support', 'sport', 'team', 'spirit', 'ask', 'question', 'important', 'feel', 'lose', 'question', 'never', 'hesitate', 'ask']","['great', 'time', 'honor', 'go', 'amaze', 'university', 'next', 'four', 'year', 'go', 'flash']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'try', 'branch', 'grow']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['enjoy', 'meet', 'new', 'people']","['best', 'get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],"['trio', 'downtown', 'kent']","['always', 'push', 'best']",['nan']
['nope'],['nan'],['nan'],"['find', 'way', 'around']","['talk', 'flash', 'guide']","['good', 'student', 'activity', 'participate', 'part', 'campus', 'life']",['nan']
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['really', 'enjoy', 'schedule', 'process', 'nice', 'graduate', 'student', 'make', 'process', 'stressful']","['gain', 'knowledge', 'use', 'college', 'time', 'wisely']","['please', 'tell', 'student', 'bring', 'foam', 'mattress', 'comfortable']"
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'freshman', 'class', 'come', 'together', 'talk', 'ballroom', 'discus', 'thing', 'play', 'game', 'enjoy', 'lot']","['abide', 'rule', 'attend', 'class', 'work', 'hard', 'towards', 'education', 'attend', 'event', 'make', 'group', 'friend']",['nan']
"['impress', 'important', 'student', 'take', 'forget']",['nan'],['nan'],['nan'],['nan'],['school'],['nan']
['nan'],['nan'],['nan'],"['know', 'get', 'flash', 'id', 'card', 'time', 'never', 'opportunity', 'would', 'nice', 'know', 'right', 'get']",['nan'],"['contribute', 'campus', 'good', 'student', 'flash']",['nan']
"['try', 'explain', 'question', 'test', 'good']","['advisor', 'helpful', 'try', 'work', 'around', 'everything', 'want', 'schedule', 'great', 'job']","['program', 'provide', 'almost', 'information', 'meet', 'advisor', 'could', 'explain', 'schedule', 'put', 'together']","['give', 'free', 'time', 'enter', 'freshman', 'explore', 'downtown', 'lunch', 'instead', 'put', 'u', 'program', 'immediately']","['hear', 'story', 'flash', 'guide', 'well', 'second', 'day']","['part', 'kent', 'state', 'show', 'world', 'kent', 'state', 'help', 'keep', 'standard', 'involve', 'campus', 'achieve', 'academically']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['strong', 'pride', 'work', 'pride', 'kent', 'student']",['nan']
['nan'],['nan'],"['much', 'long', 'expect', 'frustrate']","['go', 'around', 'campus']","['meet', 'new', 'people', 'campus', 'presentation']","['use', 'resource', 'participate', 'best', 'ability']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['good', 'class']",['nan']
['nan'],['nan'],['nan'],"['maybe', 'book', 'get']","['love', 'helpful', 'allow', 'get', 'feel', 'campus', 'love', 'walk', 'downtown', 'take', 'tour', 'well', 'little', 'party', 'end']","['find', 'self', 'along', 'way', 'go', 'comfort', 'zone', 'explore', 'new', 'thing', 'meet', 'new', 'people', 'take', 'every', 'chance', 'get', 'make', 'new', 'memory']",['nan']
"['foreign', 'language', 'placement', 'assessment', 'freeze', 'end', 'student', 'able', 'figure', 'truly', 'do', 'hear', 'many', 'people', 'take']",['nan'],['nan'],['nan'],"['even', 'activity', 'dance', 'get', 'talk', 'sort', 'people']","['become', 'academically', 'successful', 'also', 'find', 'place', 'kent', 'state', 'world']",['nan']
"['take', 'time', 'try', 'hard']",['none'],['none'],"['campus', 'tour', 'help', 'understand', 'campus']","['even', 'activity']","['make', 'place']","['think', 'would', 'good', 'split', 'lecture', 'session', 'keep', 'crowd', 'engage', 'think', 'tire', 'listen', 'talk', 'back', 'back', 'back']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['work', 'hard', 'kent', 'state', 'student']",['nan']
['nan'],['nan'],['nan'],"['feel', 'like', 'find', 'resident', 'hall', 'stay', 'would', 'really', 'helpful', 'practice', 'walk', 'point', 'point']","['love', 'get', 'know', 'class', 'flash', 'guide', 'make', 'experience', 'amaze']","['succeed', 'academically', 'succeed', 'person', 'socially', 'emotionally']",['nan']
['nan'],['nan'],['nan'],['nan'],['friendly'],"['well', 'round', 'person', 'get', 'involve', 'kent']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['success'],['nan']
,,,,,,
"['tell', 'student', 'right', 'away', 'module', 'could', 'possibly', 'get', 'do', 'destination', 'kent', 'state', 'worry', 'change', 'schedule']",['nan'],['nan'],['nan'],['nan'],"['push', 'boundary', 'excel']",['nan']
[],['nan'],['nan'],['nan'],"['love', 'story', 'flash', 'guide', 'extremely', 'helpful', 'allow', 'feel', 'comfortable', 'overall']","['passionate', 'individual', 'focus']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['put', 'forth', 'best', 'effort']",['nan']
"['unnecessary', 'college', 'credit', 'take', 'away', 'math', 'credit', 'anyways', 'still', 'take', 'placement', 'test']",['nan'],"['overwhelm', 'nurse']",[],"['time', 'flash', 'guide', 'big', 'presentation', 'bore', 'something', 'felt', 'parent', 'care', 'parent', 'even', 'come', 'zone', 'lot']","['try', 'best', 'get', 'involve', 'enjoy', 'college']",['nan']
"['many', 'presentation', 'make', 'student', 'bore']",['nan'],['nan'],['nan'],"['learn', 'study', 'abroad']","['show', 'class', 'listen', 'work']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['responsible', 'work', 'hard', 'also', 'fun', 'get', 'involve', 'make', 'time', 'college']",['nan']
"['difficult', 'revisit', 'test', 'score', 'take', 'test']",['nan'],['nan'],['nan'],['nan'],"['try', 'best']","['personally', 'would', 'one', 'day', 'mandatory', 'stay', 'overnight', 'understand', 'get', 'experience', 'stay', 'dorm', 'someone', 'may', 'know', 'long', 'one', 'day', 'find', 'hassle', 'pack', 'extra', 'thing', 'like', 'bed', 'extra', 'clothe', 'toiletry', 'bad', 'experience', 'stay', 'overnight', 'find', 'unnecessary', 'think', 'could', 'session', 'could', 'take', 'shorten', 'make', 'one', 'day']"
['nan'],['nan'],['nan'],"['buy', 'book', 'supply', 'find', 'need', 'academic', 'semester']","['downtown', 'tour', 'nice', 'get', 'find', 'way']","['get', 'involve']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['think', 'always', 'think', 'take', 'responsibility', 'future', 'academic', 'use', 'tool', 'need', 'provide']","['unable', 'eat', 'breakfast', 'morning', 'celiac', 'disease', 'nothing', 'officially', 'gluten', 'free', 'morning']"
[],['nan'],"['talk', 'student', 'lot', 'information', 'apply', 'kent', 'core', 'do']","['think', 'lengthy', 'tour', 'campus', 'instead', 'guide', 'u', 'around', 'place', 'need', 'remember', 'tour', 'senior', 'year', 'junior', 'year', 'would', 'nice', 'get', 'tour', 'around', 'campus']","['split', 'small', 'group', 'learn', 'specifically', 'major', 'get', 'excite', 'major', 'attend', 'kent', 'state']","['able', 'become', 'successful', 'find', 'purpose', 'get', 'involve']",['nan']
"['send', 'remind', 'student', 'remember', 'take', 'test', 'know', 'many', 'student', 'realize', 'test', 'take', 'last', 'minute']",['nan'],['nan'],"['find', 'way', 'around', 'campus', 'transition', 'college']","['meet', 'new', 'friend', 'even', 'day']","['get', 'good', 'grade', 'accept']",['nan']
"['little', 'difficult', 'find', 'language', 'assessment']","['advisor', 'welcome', 'make', 'feel', 'excite', 'come', 'year']","['enjoy', 'energy', 'flash', 'guide', 'put', 'experience']","['budget', 'good']","['favorite', 'part', 'flash', 'guide']","['best', 'expect', 'u']","['enjoy', 'entire', 'trip', 'look', 'forward', 'attend', 'school', 'fall']"
['nan'],"['really', 'like', 'advisor', 'sad', 'actually', 'advisor', 'graduate', 'student', 'worker']",['nan'],['nan'],"['meet', 'someone', 'feel', 'friend', 'college', 'career']","['successful', 'learn']",['nan']
['nan'],['nan'],['nan'],"['buy', 'book', 'supply']","['meet', 'new', 'people']","['love', 'successful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['student', 'must', 'stay', 'focus', 'academic', 'goal']",['nan']
"['let', 'take', 'foreign', 'language', 'test', 'take', 'math', 'one', 'go', 'smoothly', 'actually', 'realize', 'test', 'call', 'staff', 'help', 'lot', 'appreciate']","['adviser', 'absolutely', 'great', 'share', 'many', 'useful', 'piece', 'advice', 'keep', 'real', 'help', 'really', 'put', 'weakness', 'time', 'management', 'perspective', 'need']",['nan'],['nan'],"['love', 'guide', 'end', 'actually', 'add', 'really', 'excite', 'meet', 'great', 'group', 'individual', 'also', 'great', 'among', 'group', 'peer', 'even', 'though', 'old', 'one', 'room', 'time', 'wait', 'continue', 'journey', 'kent', 'state', 'student']","['try', 'hard', 'uplift', 'fellow', 'classmate']","['absolutely', 'love', 'experience', 'could', 'would', 'hundred', 'time']"
"['preferably', 'different', 'test', 'system', 'mean', 'test', 'feel', 'like', 'test', 'represent', 'student', 'ability', 'correctly', 'due', 'score', 'system', 'addition', 'question', 'seem', 'rather']",['nan'],['nan'],"['largely', 'socialization', 'campus', 'tour']","['nighttime', 'social', 'event']","['genuine', 'college', 'student', 'fun', 'explore', 'forget', 'learn']",['nan']
['nan'],"['adviser', 'help', 'explain', 'thing', 'good', 'detail', 'could', 'answer', 'question', 'make', 'sure', 'confident', 'happy', 'schedule']",['nan'],"['wish', 'would', 'get', 'good', 'tour', 'whole', 'campus']","['like', 'hear', 'flash', 'guide', 'story', 'true', 'tell', 'u', 'actually', 'happen', 'also', 'like', 'safety', 'talk', 'remind', 'go', 'safe', 'campus', 'fall']","['think', 'expect', 'best', 'student', 'try', 'get', 'time', 'kent', 'state']",['nan']
['nan'],['nan'],"['felt', 'session', 'important', 'helpful', 'one', 'like', 'take', 'time', 'show', 'u', 'schedule', 'future', 'class', 'instead', 'merely', 'u', 'next', 'day']",['nan'],"['favorite', 'part', 'hear', 'experience', 'flash', 'guide', 'throughout', 'day', 'half', 'helpful', 'hear', 'different', 'study', 'technique', 'way', 'get', 'involve', 'successful', 'student', 'already', 'experience', 'college']","['expect', 'put', 'effort', 'try', 'best', 'get', 'college', 'put']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'version', 'work', 'hard']",['nan']
['nan'],['nan'],['nan'],"['tour', 'campus', 'club']","['talk', 'helpful', 'love', 'talk']","['fun', 'involve', 'work', 'hard', 'find', 'purpose']",['nan']
